DensePolyNN:
experiment,accuracy,nr_linear_layers,learning_rate,beta1,beta2,epsilon,weight_decay
80,0.8079,7,0.0034433091970236893,0.40550337388565283,0.9391878387739059,6.877189024048704e-08,0.0007638869717673136
80,0.7853,7,0.0034433091970236893,0.40550337388565283,0.9391878387739059,6.877189024048704e-08,0.0007638869717673136
81,0.8363,5,0.0025304864982476174,0.9960708495732395,0.9157021170132222,8.98086555638933e-08,0.002742083504611226
81,0.8328,5,0.0025304864982476174,0.9960708495732395,0.9157021170132222,8.98086555638933e-08,0.002742083504611226
81,0.835,5,0.0025304864982476174,0.9960708495732395,0.9157021170132222,8.98086555638933e-08,0.002742083504611226
82,0.8275,2,0.0035219458611011885,0.9138677325393446,0.9297699044060914,2.0558572962346228e-08,0.002355774501476393
82,0.8323,2,0.0035219458611011885,0.9138677325393446,0.9297699044060914,2.0558572962346228e-08,0.002355774501476393
82,0.8342,2,0.0035219458611011885,0.9138677325393446,0.9297699044060914,2.0558572962346228e-08,0.002355774501476393
83,0.8295,4,0.000782597201638141,0.7806483580163794,0.9721384769223165,3.912625627680389e-08,0.0005925723137679362
83,0.8303,4,0.000782597201638141,0.7806483580163794,0.9721384769223165,3.912625627680389e-08,0.0005925723137679362
83,0.8294,4,0.000782597201638141,0.7806483580163794,0.9721384769223165,3.912625627680389e-08,0.0005925723137679362
84,0.8267,2,0.004106465106017892,0.9895118540970476,0.9039051665531085,3.3638258669496408e-09,0.004831231137502412
84,0.8163,2,0.004106465106017892,0.9895118540970476,0.9039051665531085,3.3638258669496408e-09,0.004831231137502412
84,0.8261,2,0.004106465106017892,0.9895118540970476,0.9039051665531085,3.3638258669496408e-09,0.004831231137502412
85,0.6446,3,0.0036239187348676293,0.5740508402037942,0.9919045041326129,2.9985004809676155e-08,0.09136810941442153
85,0.7438,3,0.0036239187348676293,0.5740508402037942,0.9919045041326129,2.9985004809676155e-08,0.09136810941442153
85,0.7269,3,0.0036239187348676293,0.5740508402037942,0.9919045041326129,2.9985004809676155e-08,0.09136810941442153
86,0.8271,5,0.0022756783165203865,0.9616519122413426,0.9243051116914568,6.401461829098898e-08,0.0007160567043531075
86,0.8332,5,0.0022756783165203865,0.9616519122413426,0.9243051116914568,6.401461829098898e-08,0.0007160567043531075
86,0.8282,5,0.0022756783165203865,0.9616519122413426,0.9243051116914568,6.401461829098898e-08,0.0007160567043531075
87,0.1,11,0.004046420918367699,0.9252411726957647,0.9176076967216015,3.216890483219748e-08,0.09912307986499407
87,0.1,11,0.004046420918367699,0.9252411726957647,0.9176076967216015,3.216890483219748e-08,0.09912307986499407
87,0.1,11,0.004046420918367699,0.9252411726957647,0.9176076967216015,3.216890483219748e-08,0.09912307986499407
88,0.837,2,0.001390795501712077,0.9455348056150712,0.965996868874518,9.112546131390924e-08,0.0023000159340627047
88,0.8359,2,0.001390795501712077,0.9455348056150712,0.965996868874518,9.112546131390924e-08,0.0023000159340627047
88,0.8324,2,0.001390795501712077,0.9455348056150712,0.965996868874518,9.112546131390924e-08,0.0023000159340627047
89,0.4388,9,0.001364527594644388,0.9911808909662935,0.9993451060604602,1.5885521439541814e-08,0.00716450941455098
89,0.5233,9,0.001364527594644388,0.9911808909662935,0.9993451060604602,1.5885521439541814e-08,0.00716450941455098
89,0.6555,9,0.001364527594644388,0.9911808909662935,0.9993451060604602,1.5885521439541814e-08,0.00716450941455098
90,0.8277,3,0.002768800204376271,0.9993204949574507,0.9309729912974942,9.947617079590338e-08,0.0008682812689391307
90,0.8278,3,0.002768800204376271,0.9993204949574507,0.9309729912974942,9.947617079590338e-08,0.0008682812689391307
90,0.8275,3,0.002768800204376271,0.9993204949574507,0.9309729912974942,9.947617079590338e-08,0.0008682812689391307
91,0.826,1,0.00455863169803541,0.5996059747333718,0.9671995280531446,7.786945997041296e-08,0.0031209523531240072
91,0.8254,1,0.00455863169803541,0.5996059747333718,0.9671995280531446,7.786945997041296e-08,0.0031209523531240072
91,0.8258,1,0.00455863169803541,0.5996059747333718,0.9671995280531446,7.786945997041296e-08,0.0031209523531240072
92,0.8046,4,0.0017249400936257076,0.9492903547465197,0.9017239249881731,6.018822008974886e-08,0.015087961286500107
92,0.8073,4,0.0017249400936257076,0.9492903547465197,0.9017239249881731,6.018822008974886e-08,0.015087961286500107
92,0.8115,4,0.0017249400936257076,0.9492903547465197,0.9017239249881731,6.018822008974886e-08,0.015087961286500107
93,0.3737,10,0.001210392895411596,0.9569319679890492,0.9369465873725004,8.910508113205177e-08,0.004808346634313565
93,0.3775,10,0.001210392895411596,0.9569319679890492,0.9369465873725004,8.910508113205177e-08,0.004808346634313565
93,0.3476,10,0.001210392895411596,0.9569319679890492,0.9369465873725004,8.910508113205177e-08,0.004808346634313565
94,0.1,14,0.002648584054575716,0.8533271666935923,0.9953346848758675,6.628526175944895e-08,0.09604112799044745
94,0.1,14,0.002648584054575716,0.8533271666935923,0.9953346848758675,6.628526175944895e-08,0.09604112799044745
94,0.1,14,0.002648584054575716,0.8533271666935923,0.9953346848758675,6.628526175944895e-08,0.09604112799044745
95,0.7772,4,1.9543194390574762e-05,0.8087351133366014,0.9020009184938323,1.0563143900799585e-08,0.00030465699396798885
95,0.7794,4,1.9543194390574762e-05,0.8087351133366014,0.9020009184938323,1.0563143900799585e-08,0.00030465699396798885
95,0.782,4,1.9543194390574762e-05,0.8087351133366014,0.9020009184938323,1.0563143900799585e-08,0.00030465699396798885
96,0.7887,9,0.0044668764285569415,0.7861525338771707,0.9936784832755323,1.3530866784092876e-08,6.270127661759384e-05
96,0.7564,9,0.0044668764285569415,0.7861525338771707,0.9936784832755323,1.3530866784092876e-08,6.270127661759384e-05
96,0.7739,9,0.0044668764285569415,0.7861525338771707,0.9936784832755323,1.3530866784092876e-08,6.270127661759384e-05
97,0.8272,6,0.00043657598876867254,0.7105687728799317,0.9563034880365143,5.82355037051703e-08,0.000454322600921675
97,0.8291,6,0.00043657598876867254,0.7105687728799317,0.9563034880365143,5.82355037051703e-08,0.000454322600921675
97,0.8313,6,0.00043657598876867254,0.7105687728799317,0.9563034880365143,5.82355037051703e-08,0.000454322600921675
98,0.7683,2,0.004036132940791394,0.4553226835369793,0.9698065860968523,4.5554150672183245e-08,0.0010250311254496602
98,0.7641,2,0.004036132940791394,0.4553226835369793,0.9698065860968523,4.5554150672183245e-08,0.0010250311254496602
98,0.7857,2,0.004036132940791394,0.4553226835369793,0.9698065860968523,4.5554150672183245e-08,0.0010250311254496602
99,0.8365,2,0.0007787493630331058,0.8396130281307186,0.9640694532977112,2.5625504767376945e-08,0.0005940939139609581
99,0.8369,2,0.0007787493630331058,0.8396130281307186,0.9640694532977112,2.5625504767376945e-08,0.0005940939139609581
99,0.8366,2,0.0007787493630331058,0.8396130281307186,0.9640694532977112,2.5625504767376945e-08,0.0005940939139609581
100,0.8257,1,0.0030008310291251023,0.9856087836164775,0.9070589994922811,8.716749206259911e-08,0.005028798249518196
100,0.826,1,0.0030008310291251023,0.9856087836164775,0.9070589994922811,8.716749206259911e-08,0.005028798249518196
100,0.8277,1,0.0030008310291251023,0.9856087836164775,0.9070589994922811,8.716749206259911e-08,0.005028798249518196
101,0.1,13,0.0032230794114499555,0.8024649889686462,0.9037508899310361,1.3525827620174883e-08,0.013945571050819727
101,0.1,13,0.0032230794114499555,0.8024649889686462,0.9037508899310361,1.3525827620174883e-08,0.013945571050819727
101,0.1,13,0.0032230794114499555,0.8024649889686462,0.9037508899310361,1.3525827620174883e-08,0.013945571050819727
102,0.8337,1,0.0012321579213983764,0.5655160257100263,0.9498340401467735,3.4270781082523266e-08,0.0004041981670886208
102,0.8337,1,0.0012321579213983764,0.5655160257100263,0.9498340401467735,3.4270781082523266e-08,0.0004041981670886208
102,0.8326,1,0.0012321579213983764,0.5655160257100263,0.9498340401467735,3.4270781082523266e-08,0.0004041981670886208
103,0.8242,4,0.0018711312629373998,0.9940387814928767,0.9574022344614772,6.991907663057675e-08,0.00526736647910423
103,0.8311,4,0.0018711312629373998,0.9940387814928767,0.9574022344614772,6.991907663057675e-08,0.00526736647910423
103,0.8304,4,0.0018711312629373998,0.9940387814928767,0.9574022344614772,6.991907663057675e-08,0.00526736647910423
104,0.7698,4,0.0032218420923050975,0.9990352196677778,0.9162750364384424,5.633370007982801e-08,0.04035318008560488
104,0.7735,4,0.0032218420923050975,0.9990352196677778,0.9162750364384424,5.633370007982801e-08,0.04035318008560488
104,0.7786,4,0.0032218420923050975,0.9990352196677778,0.9162750364384424,5.633370007982801e-08,0.04035318008560488
105,0.1,12,0.00030508023965913184,0.6493366013790124,0.9983583519346043,7.196787368073067e-08,0.08725501119981062
105,0.1,12,0.00030508023965913184,0.6493366013790124,0.9983583519346043,7.196787368073067e-08,0.08725501119981062
105,0.1,12,0.00030508023965913184,0.6493366013790124,0.9983583519346043,7.196787368073067e-08,0.08725501119981062
106,0.8291,5,8.484497759230896e-05,0.5901277476671115,0.9192447247502276,4.1265431884244284e-08,0.0005440548532703371
106,0.8266,5,8.484497759230896e-05,0.5901277476671115,0.9192447247502276,4.1265431884244284e-08,0.0005440548532703371
106,0.8266,5,8.484497759230896e-05,0.5901277476671115,0.9192447247502276,4.1265431884244284e-08,0.0005440548532703371
107,0.8117,7,0.0011939160776728694,0.6526234735894637,0.9793211080427247,3.6109898760265093e-08,0.003295387019619933
107,0.7894,7,0.0011939160776728694,0.6526234735894637,0.9793211080427247,3.6109898760265093e-08,0.003295387019619933
107,0.766,7,0.0011939160776728694,0.6526234735894637,0.9793211080427247,3.6109898760265093e-08,0.003295387019619933
108,0.3657,10,0.000897177115864008,0.7089034269928896,0.9932526747111249,2.947503420864352e-08,0.0052738299772723376
108,0.3896,10,0.000897177115864008,0.7089034269928896,0.9932526747111249,2.947503420864352e-08,0.0052738299772723376
108,0.3971,10,0.000897177115864008,0.7089034269928896,0.9932526747111249,2.947503420864352e-08,0.0052738299772723376
109,0.1,15,0.00022302082890360902,0.49812028516337564,0.9188133280029201,9.802554549210233e-08,0.09739037195306328
109,0.1,15,0.00022302082890360902,0.49812028516337564,0.9188133280029201,9.802554549210233e-08,0.09739037195306328
109,0.1,15,0.00022302082890360902,0.49812028516337564,0.9188133280029201,9.802554549210233e-08,0.09739037195306328
110,0.8275,4,0.0034863164731396903,0.7210019451925209,0.997489903703474,5.104770525607864e-08,0.0010419346018351928
110,0.8332,4,0.0034863164731396903,0.7210019451925209,0.997489903703474,5.104770525607864e-08,0.0010419346018351928
110,0.8159,4,0.0034863164731396903,0.7210019451925209,0.997489903703474,5.104770525607864e-08,0.0010419346018351928
111,0.7821,4,0.00493666526495816,0.4123723047129689,0.9170108657638096,2.1841041259355043e-08,0.0092373719250454
111,0.6776,4,0.00493666526495816,0.4123723047129689,0.9170108657638096,2.1841041259355043e-08,0.0092373719250454
111,0.7522,4,0.00493666526495816,0.4123723047129689,0.9170108657638096,2.1841041259355043e-08,0.0092373719250454
112,0.8063,7,0.003214794502187138,0.8890076690885864,0.9857128624558855,6.633794536735033e-08,0.001191055562771326
112,0.8165,7,0.003214794502187138,0.8890076690885864,0.9857128624558855,6.633794536735033e-08,0.001191055562771326
112,0.8026,7,0.003214794502187138,0.8890076690885864,0.9857128624558855,6.633794536735033e-08,0.001191055562771326
113,0.814,7,0.002086919865464259,0.894767278136146,0.9245109972548059,4.254917142149547e-08,0.0023715094371775103
113,0.8163,7,0.002086919865464259,0.894767278136146,0.9245109972548059,4.254917142149547e-08,0.0023715094371775103
113,0.8147,7,0.002086919865464259,0.894767278136146,0.9245109972548059,4.254917142149547e-08,0.0023715094371775103
114,0.8336,5,0.0005396105239980773,0.9935547369495017,0.9112820982964028,2.6034164990552578e-08,0.0020066928925318917
114,0.8344,5,0.0005396105239980773,0.9935547369495017,0.9112820982964028,2.6034164990552578e-08,0.0020066928925318917
114,0.8358,5,0.0005396105239980773,0.9935547369495017,0.9112820982964028,2.6034164990552578e-08,0.0020066928925318917
115,0.1,10,0.00044993702110047616,0.6477347438538296,0.9194739630023976,4.243018607197298e-08,0.08395759283497557
115,0.1,10,0.00044993702110047616,0.6477347438538296,0.9194739630023976,4.243018607197298e-08,0.08395759283497557
115,0.1,10,0.00044993702110047616,0.6477347438538296,0.9194739630023976,4.243018607197298e-08,0.08395759283497557
116,0.1,14,0.0012440819898417975,0.4107885036722312,0.9983061198052973,6.606773440083338e-08,0.021287711136387156
116,0.1,14,0.0012440819898417975,0.4107885036722312,0.9983061198052973,6.606773440083338e-08,0.021287711136387156
116,0.1,14,0.0012440819898417975,0.4107885036722312,0.9983061198052973,6.606773440083338e-08,0.021287711136387156
117,0.8274,7,0.004001138613862056,0.7177628413861019,0.9899700993509335,6.177488419972854e-08,0.0007102350120692714
117,0.816,7,0.004001138613862056,0.7177628413861019,0.9899700993509335,6.177488419972854e-08,0.0007102350120692714
117,0.8176,7,0.004001138613862056,0.7177628413861019,0.9899700993509335,6.177488419972854e-08,0.0007102350120692714
118,0.1,15,0.003277551277767594,0.8176977456648444,0.9042443895942875,8.148898995716853e-08,0.01536775924905126
118,0.1,15,0.003277551277767594,0.8176977456648444,0.9042443895942875,8.148898995716853e-08,0.01536775924905126
118,0.1,15,0.003277551277767594,0.8176977456648444,0.9042443895942875,8.148898995716853e-08,0.01536775924905126
119,0.8207,7,0.0035255683443928235,0.9922651595047409,0.9321171456373581,4.589935897340133e-08,0.001800817249399489
119,0.7989,7,0.0035255683443928235,0.9922651595047409,0.9321171456373581,4.589935897340133e-08,0.001800817249399489
119,0.8082,7,0.0035255683443928235,0.9922651595047409,0.9321171456373581,4.589935897340133e-08,0.001800817249399489
120,0.1,9,0.0026624884443141013,0.7518818149798454,0.986258388127675,6.285250620463494e-08,0.08053900047933285
120,0.1,9,0.0026624884443141013,0.7518818149798454,0.986258388127675,6.285250620463494e-08,0.08053900047933285
120,0.1,9,0.0026624884443141013,0.7518818149798454,0.986258388127675,6.285250620463494e-08,0.08053900047933285
121,0.1,12,0.0010539172131212202,0.4151372600367181,0.9823014877427749,5.4234663904506625e-08,0.01026965850028009
121,0.1,12,0.0010539172131212202,0.4151372600367181,0.9823014877427749,5.4234663904506625e-08,0.01026965850028009
121,0.1,12,0.0010539172131212202,0.4151372600367181,0.9823014877427749,5.4234663904506625e-08,0.01026965850028009
122,0.7125,3,0.0017909998131255835,0.6230717653165111,0.9114368350335984,4.521949795407035e-08,0.07220665168833094
122,0.7225,3,0.0017909998131255835,0.6230717653165111,0.9114368350335984,4.521949795407035e-08,0.07220665168833094
122,0.7244,3,0.0017909998131255835,0.6230717653165111,0.9114368350335984,4.521949795407035e-08,0.07220665168833094
123,0.8116,8,0.0044425878722601266,0.9138195815389141,0.9342676739528808,9.229167550147097e-08,0.0002449329062347405
123,0.8159,8,0.0044425878722601266,0.9138195815389141,0.9342676739528808,9.229167550147097e-08,0.0002449329062347405
123,0.8135,8,0.0044425878722601266,0.9138195815389141,0.9342676739528808,9.229167550147097e-08,0.0002449329062347405
124,0.8332,2,0.0002667202443521931,0.8885934104153961,0.9438477388507688,4.2736827755736046e-08,0.0030113870145569545
124,0.832,2,0.0002667202443521931,0.8885934104153961,0.9438477388507688,4.2736827755736046e-08,0.0030113870145569545
124,0.832,2,0.0002667202443521931,0.8885934104153961,0.9438477388507688,4.2736827755736046e-08,0.0030113870145569545
125,0.7087,7,1.6153790100193576e-05,0.9871019863221385,0.9264905649286519,9.207366802714666e-08,0.00020081376004956744
125,0.7157,7,1.6153790100193576e-05,0.9871019863221385,0.9264905649286519,9.207366802714666e-08,0.00020081376004956744
125,0.6677,7,1.6153790100193576e-05,0.9871019863221385,0.9264905649286519,9.207366802714666e-08,0.00020081376004956744
126,0.5734,7,0.00201761955331084,0.4743152623982044,0.9213155264428708,7.799105822618032e-08,0.013599599670323448
126,0.6457,7,0.00201761955331084,0.4743152623982044,0.9213155264428708,7.799105822618032e-08,0.013599599670323448
126,0.6623,7,0.00201761955331084,0.4743152623982044,0.9213155264428708,7.799105822618032e-08,0.013599599670323448
127,0.8012,7,0.004609578569839646,0.9262297864120075,0.9312790519719215,6.450141081822802e-08,0.0037798897764877108
127,0.7903,7,0.004609578569839646,0.9262297864120075,0.9312790519719215,6.450141081822802e-08,0.0037798897764877108
127,0.7971,7,0.004609578569839646,0.9262297864120075,0.9312790519719215,6.450141081822802e-08,0.0037798897764877108
DenseLinearNN:
experiment,accuracy,nr_linear_layers,learning_rate,beta1,beta2,epsilon,weight_decay
0,0.1,7,0.0024963784266922757,0.4114942648146087,0.943238883895144,3.7865093401271696e-08,0.0852288633190853
0,0.1,7,0.0024963784266922757,0.4114942648146087,0.943238883895144,3.7865093401271696e-08,0.0852288633190853
0,0.1,7,0.0024963784266922757,0.4114942648146087,0.943238883895144,3.7865093401271696e-08,0.0852288633190853
1,0.1,7,0.00048195643263574463,0.41732929162209564,0.9281928072273943,3.993124209443919e-08,0.0676217085802239
1,0.1,7,0.00048195643263574463,0.41732929162209564,0.9281928072273943,3.993124209443919e-08,0.0676217085802239
1,0.1,7,0.00048195643263574463,0.41732929162209564,0.9281928072273943,3.993124209443919e-08,0.0676217085802239
2,0.1,7,0.004858553611605885,0.41795524992408306,0.9812688231597972,2.8708183018990376e-08,0.06773881896722525
2,0.1,7,0.004858553611605885,0.41795524992408306,0.9812688231597972,2.8708183018990376e-08,0.06773881896722525
2,0.1,7,0.004858553611605885,0.41795524992408306,0.9812688231597972,2.8708183018990376e-08,0.06773881896722525
3,0.1,7,0.0008402902835768539,0.44065715511610154,0.9495918956956951,6.365786571066864e-08,0.06015446300958434
3,0.1,7,0.0008402902835768539,0.44065715511610154,0.9495918956956951,6.365786571066864e-08,0.06015446300958434
3,0.1,7,0.0008402902835768539,0.44065715511610154,0.9495918956956951,6.365786571066864e-08,0.06015446300958434
4,0.1,7,0.0034367923044202327,0.40423327878226556,0.9618195110550692,3.509991232369208e-08,0.0849452931841308
4,0.1,7,0.0034367923044202327,0.40423327878226556,0.9618195110550692,3.509991232369208e-08,0.0849452931841308
4,0.1,7,0.0034367923044202327,0.40423327878226556,0.9618195110550692,3.509991232369208e-08,0.0849452931841308
5,0.4383,7,0.0035487178683026328,0.4008147048320989,0.9423902799843235,6.192747006195407e-08,0.020868276723802905
5,0.5344,7,0.0035487178683026328,0.4008147048320989,0.9423902799843235,6.192747006195407e-08,0.020868276723802905
5,0.7286,7,0.0035487178683026328,0.4008147048320989,0.9423902799843235,6.192747006195407e-08,0.020868276723802905
6,0.1,7,0.0020471673895619213,0.9107930730774308,0.9753114468494514,9.223171349863587e-08,0.0681716231571775
6,0.1,7,0.0020471673895619213,0.9107930730774308,0.9753114468494514,9.223171349863587e-08,0.0681716231571775
6,0.1,7,0.0020471673895619213,0.9107930730774308,0.9753114468494514,9.223171349863587e-08,0.0681716231571775
7,0.7509,7,0.00366264917304513,0.4008351130567172,0.9244981527042851,1.2414288536007227e-08,0.0021040769814529626
7,0.785,7,0.00366264917304513,0.4008351130567172,0.9244981527042851,1.2414288536007227e-08,0.0021040769814529626
7,0.7971,7,0.00366264917304513,0.4008351130567172,0.9244981527042851,1.2414288536007227e-08,0.0021040769814529626
8,0.8126,7,0.003902315263479237,0.9466488666054832,0.9135004969372978,9.80782802486436e-08,0.0005867823016159402
8,0.8144,7,0.003902315263479237,0.9466488666054832,0.9135004969372978,9.80782802486436e-08,0.0005867823016159402
8,0.8325,7,0.003902315263479237,0.9466488666054832,0.9135004969372978,9.80782802486436e-08,0.0005867823016159402
9,0.7948,8,0.004873402197877043,0.8704028099134382,0.9684870964421077,5.1084790998816384e-08,0.0012296381678831736
9,0.7808,8,0.004873402197877043,0.8704028099134382,0.9684870964421077,5.1084790998816384e-08,0.0012296381678831736
9,0.8034,8,0.004873402197877043,0.8704028099134382,0.9684870964421077,5.1084790998816384e-08,0.0012296381678831736
10,0.7179,8,0.0012367678078206083,0.433560390008648,0.944497727936141,1.9647667317323088e-08,0.002383409580064966
10,0.749,8,0.0012367678078206083,0.433560390008648,0.944497727936141,1.9647667317323088e-08,0.002383409580064966
10,0.7178,8,0.0012367678078206083,0.433560390008648,0.944497727936141,1.9647667317323088e-08,0.002383409580064966
11,0.7488,9,0.00487938145519239,0.9101119663732881,0.9019841604198242,5.8974224274564063e-08,0.004278147587704917
11,0.7094,9,0.00487938145519239,0.9101119663732881,0.9019841604198242,5.8974224274564063e-08,0.004278147587704917
11,0.7232,9,0.00487938145519239,0.9101119663732881,0.9019841604198242,5.8974224274564063e-08,0.004278147587704917
12,0.7585,8,0.004579183148880143,0.8251198670371258,0.9095577654411994,2.5900132955338133e-08,0.0024705734420518155
12,0.7619,8,0.004579183148880143,0.8251198670371258,0.9095577654411994,2.5900132955338133e-08,0.0024705734420518155
12,0.7645,8,0.004579183148880143,0.8251198670371258,0.9095577654411994,2.5900132955338133e-08,0.0024705734420518155
13,0.6751,9,0.0016605131255458705,0.41608299328506426,0.962528900931868,6.364785480714327e-08,0.010075128653330613
13,0.6813,9,0.0016605131255458705,0.41608299328506426,0.962528900931868,6.364785480714327e-08,0.010075128653330613
13,0.5687,9,0.0016605131255458705,0.41608299328506426,0.962528900931868,6.364785480714327e-08,0.010075128653330613
14,0.8201,6,0.004545180269598243,0.90115105454433,0.9285114348722143,3.1623115327677877e-09,0.0014312132070028905
14,0.8188,6,0.004545180269598243,0.90115105454433,0.9285114348722143,3.1623115327677877e-09,0.0014312132070028905
14,0.8043,6,0.004545180269598243,0.90115105454433,0.9285114348722143,3.1623115327677877e-09,0.0014312132070028905
15,0.7975,6,0.004488801053328985,0.987652696713033,0.9099981102174337,2.6921372483763905e-08,0.004491248895475719
15,0.8142,6,0.004488801053328985,0.987652696713033,0.9099981102174337,2.6921372483763905e-08,0.004491248895475719
15,0.8016,6,0.004488801053328985,0.987652696713033,0.9099981102174337,2.6921372483763905e-08,0.004491248895475719
16,0.2867,5,0.004795884960073099,0.47156355695590907,0.9456181708869041,1.2968821862180154e-08,0.016173622918395636
16,0.6816,5,0.004795884960073099,0.47156355695590907,0.9456181708869041,1.2968821862180154e-08,0.016173622918395636
16,0.8022,5,0.004795884960073099,0.47156355695590907,0.9456181708869041,1.2968821862180154e-08,0.016173622918395636
17,0.4022,10,0.0014195605770599324,0.9795800765870365,0.9647893292511492,2.1917636556225752e-08,0.011778005913636447
17,0.1,10,0.0014195605770599324,0.9795800765870365,0.9647893292511492,2.1917636556225752e-08,0.011778005913636447
17,0.3639,10,0.0014195605770599324,0.9795800765870365,0.9647893292511492,2.1917636556225752e-08,0.011778005913636447
18,0.7928,6,0.004739232115124924,0.46401854629125877,0.9405733143640913,9.151127046277166e-09,0.0023797024381329804
18,0.7166,6,0.004739232115124924,0.46401854629125877,0.9405733143640913,9.151127046277166e-09,0.0023797024381329804
18,0.7191,6,0.004739232115124924,0.46401854629125877,0.9405733143640913,9.151127046277166e-09,0.0023797024381329804
19,0.7884,4,0.0033261346272487747,0.9622224235277498,0.9066784038106743,6.240758886367607e-08,0.020113429603223976
19,0.7952,4,0.0033261346272487747,0.9622224235277498,0.9066784038106743,6.240758886367607e-08,0.020113429603223976
19,0.7876,4,0.0033261346272487747,0.9622224235277498,0.9066784038106743,6.240758886367607e-08,0.020113429603223976
20,0.7896,4,0.002867684484115706,0.703235881679362,0.9371808229121641,2.8581348215580623e-08,0.0049310523796533895
20,0.8029,4,0.002867684484115706,0.703235881679362,0.9371808229121641,2.8581348215580623e-08,0.0049310523796533895
20,0.7752,4,0.002867684484115706,0.703235881679362,0.9371808229121641,2.8581348215580623e-08,0.0049310523796533895
21,0.7906,3,0.0029898053995881103,0.8619983071768282,0.9259620393110973,6.752934146735919e-08,0.025267207768254862
21,0.7863,3,0.0029898053995881103,0.8619983071768282,0.9259620393110973,6.752934146735919e-08,0.025267207768254862
21,0.7848,3,0.0029898053995881103,0.8619983071768282,0.9259620393110973,6.752934146735919e-08,0.025267207768254862
22,0.7026,3,0.00017008438429599559,0.5077024345941706,0.9035536701481826,4.7727289561133894e-08,0.08544035660063465
22,0.7043,3,0.00017008438429599559,0.5077024345941706,0.9035536701481826,4.7727289561133894e-08,0.08544035660063465
22,0.7105,3,0.00017008438429599559,0.5077024345941706,0.9035536701481826,4.7727289561133894e-08,0.08544035660063465
23,0.6798,4,0.003856830890194928,0.8572446905748665,0.9929607236002417,8.68551499078225e-08,0.0760366404250934
23,0.6515,4,0.003856830890194928,0.8572446905748665,0.9929607236002417,8.68551499078225e-08,0.0760366404250934
23,0.6813,4,0.003856830890194928,0.8572446905748665,0.9929607236002417,8.68551499078225e-08,0.0760366404250934
24,0.7918,4,0.0038865593143603836,0.7045083638106377,0.9011022548334339,7.334172360087694e-08,0.002895756099142266
24,0.7892,4,0.0038865593143603836,0.7045083638106377,0.9011022548334339,7.334172360087694e-08,0.002895756099142266
24,0.8242,4,0.0038865593143603836,0.7045083638106377,0.9011022548334339,7.334172360087694e-08,0.002895756099142266
25,0.8312,2,0.00224567574949758,0.7563873233855657,0.925515554138745,8.058443655733899e-09,0.0013169682857510857
25,0.8279,2,0.00224567574949758,0.7563873233855657,0.925515554138745,8.058443655733899e-09,0.0013169682857510857
25,0.828,2,0.00224567574949758,0.7563873233855657,0.925515554138745,8.058443655733899e-09,0.0013169682857510857
26,0.7996,8,0.004566625891653276,0.9875681143984404,0.9594652882573206,3.416108794672124e-08,0.002261173121919724
26,0.7849,8,0.004566625891653276,0.9875681143984404,0.9594652882573206,3.416108794672124e-08,0.002261173121919724
26,0.8118,8,0.004566625891653276,0.9875681143984404,0.9594652882573206,3.416108794672124e-08,0.002261173121919724
27,0.8156,2,0.004198648196655895,0.8224135786906518,0.9038870489101939,4.490627944938832e-08,0.007629110357497382
27,0.8154,2,0.004198648196655895,0.8224135786906518,0.9038870489101939,4.490627944938832e-08,0.007629110357497382
27,0.8116,2,0.004198648196655895,0.8224135786906518,0.9038870489101939,4.490627944938832e-08,0.007629110357497382
28,0.7754,2,0.0022176374141447096,0.563708407293821,0.9722190975210887,6.092605442316013e-08,0.01677450211752104
28,0.777,2,0.0022176374141447096,0.563708407293821,0.9722190975210887,6.092605442316013e-08,0.01677450211752104
28,0.7625,2,0.0022176374141447096,0.563708407293821,0.9722190975210887,6.092605442316013e-08,0.01677450211752104
29,0.8335,3,0.0005414940065786868,0.6353952553932658,0.9439200673626272,2.6095451004515534e-08,0.0017634390254606003
29,0.8324,3,0.0005414940065786868,0.6353952553932658,0.9439200673626272,2.6095451004515534e-08,0.0017634390254606003
29,0.8338,3,0.0005414940065786868,0.6353952553932658,0.9439200673626272,2.6095451004515534e-08,0.0017634390254606003
30,0.8268,2,0.0007074766189928612,0.8064717768155065,0.997271010574392,1.2575316564716052e-08,0.002600799013645072
30,0.8274,2,0.0007074766189928612,0.8064717768155065,0.997271010574392,1.2575316564716052e-08,0.002600799013645072
30,0.826,2,0.0007074766189928612,0.8064717768155065,0.997271010574392,1.2575316564716052e-08,0.002600799013645072
31,0.825,3,0.004760419130193558,0.7042319753368642,0.9255531622244324,4.8122710277635325e-08,0.0024036367706370856
31,0.7735,3,0.004760419130193558,0.7042319753368642,0.9255531622244324,4.8122710277635325e-08,0.0024036367706370856
31,0.8343,3,0.004760419130193558,0.7042319753368642,0.9255531622244324,4.8122710277635325e-08,0.0024036367706370856
32,0.8155,3,0.000518552574428541,0.5442984475130048,0.9748122417216157,9.174099543639234e-09,0.005231105189596752
32,0.8136,3,0.000518552574428541,0.5442984475130048,0.9748122417216157,9.174099543639234e-09,0.005231105189596752
32,0.8157,3,0.000518552574428541,0.5442984475130048,0.9748122417216157,9.174099543639234e-09,0.005231105189596752
33,0.7912,3,0.0022199950140239667,0.7581003034719018,0.9789092226234697,4.067829848574887e-08,0.020918468935282965
