nr,lr,b1,b2,epsilon,weight_decay,energy,accuracy,best_acc
DensePolyNN,,,,,,,,
random_uniform,,,,,,,,
28,0.080002,0.28,0.84,1.00E-09,0.08,2220.341494,0.1065,0.3698375
29,1.00E-05,0.46,0.88,8.02E-08,0.04,2251.983661,0.3367125,0.3698375
30,1.00E-05,0.28,0.88,6.04E-08,0.06,2257.249887,0.3002375,0.3698375
31,0.060004,0.28,0.96,8.02E-08,0.02,2220.959178,0.1046,0.3698375
32,0.080002,0.1,0.92,6.04E-08,0.02,2225.211535,0.1098625,0.3698375
33,1.00E-05,0.28,0.8,4.06E-08,0.04,2251.839178,0.33425,0.3698375
34,0.040006,0.28,0.8,1.00E-09,0.02,2226.840578,0.102475,0.3698375
35,0.020008,0.64,0.8,2.08E-08,0.02,2234.98662,0.116525,0.3698375
36,0.040006,0.46,0.84,6.04E-08,0,2196.294222,0.105325,0.3698375
37,0.020008,0.64,0.84,8.02E-08,0.08,2236.073887,0.2016625,0.3698375
38,1.00E-05,0.82,0.88,4.06E-08,0,2224.880067,0.396275,0.396275
39,1.00E-05,0.64,0.84,1.00E-09,0.02,2246.505265,0.36985,0.396275
40,0.060004,0.64,0.92,8.02E-08,0.02,2224.249675,0.1027625,0.396275
41,0.080002,0.64,0.92,8.02E-08,0.04,2228.829632,0.1059,0.396275
42,0.020008,0.1,0.84,4.06E-08,0.08,2244.430096,0.16355,0.396275
43,0.020008,0.46,0.84,6.04E-08,0.06,2241.022007,0.1539,0.396275
44,0.060004,0.46,0.92,2.08E-08,0,2205.349944,0.1081375,0.396275
45,0.080002,0.28,0.88,1.00E-09,0.06,2226.430106,0.1054375,0.396275
46,0.060004,0.1,0.88,4.06E-08,0.02,2230.368657,0.1014375,0.396275
47,0.040006,0.64,0.88,2.08E-08,0.06,2232.893569,0.123675,0.396275
48,0.080002,0.46,0.84,4.06E-08,0.08,2225.602557,0.102875,0.396275
49,0.060004,0.82,0.84,1.00E-09,0.08,2233.087195,0.18825,0.396275
50,1.00E-05,0.1,0.84,4.06E-08,0.02,2250.29673,0.3679,0.396275
51,0.040006,0.28,0.92,6.04E-08,0.04,2238.88397,0.1018625,0.396275
52,1.00E-05,0.1,0.84,1.00E-09,0.04,2257.453449,0.3349375,0.396275
53,1.00E-05,0.82,0.96,6.04E-08,0,2232.611004,0.3962875,0.3962875
54,0.060004,0.28,0.96,6.04E-08,0.02,2237.280573,0.1035375,0.3962875
55,0.080002,0.82,0.96,2.08E-08,0,2219.723202,0.1047125,0.3962875
56,0.040006,0.46,0.8,2.08E-08,0.02,2239.551255,0.1010375,0.3962875
57,1.00E-05,0.64,0.8,2.08E-08,0.02,2253.960663,0.3693625,0.3962875
58,0.020008,0.82,0.96,2.08E-08,0,2232.868277,0.189275,0.3962875
59,0.060004,0.28,0.96,6.04E-08,0,2223.24844,0.110025,0.3962875
60,0.060004,0.64,0.92,4.06E-08,0.02,2241.674014,0.1083,0.3962875
61,0.060004,0.28,0.84,8.02E-08,0,2220.640884,0.1017625,0.3962875
62,1.00E-05,0.82,0.8,4.06E-08,0.04,2257.648528,0.3343375,0.3962875
63,0.080002,0.46,0.8,4.06E-08,0,2226.664952,0.1110875,0.3962875
bayesian_uniform,,,,,,,,
0,0.097033912,0.176669259,0.863475784,6.80E-08,0.008524132,2366.650632,0.105275,0.105275
1,0.014198375,0.859541561,0.87406866,4.56E-08,0.049958455,2418.822484,0.2890875,0.2890875
2,0.005869955,0.997037345,0.898770149,7.15E-08,0.073221687,2422.757001,0.2745875,0.2890875
3,0.003875693,0.858963838,0.80766343,8.43E-08,2.09E-05,2433.724877,0.383,0.383
4,0.007269657,0.978106235,0.802982992,3.31E-08,0.005002963,2435.917443,0.3676875,0.383
5,0.005035136,0.600773902,0.804781085,1.26E-08,3.63E-05,2428.789186,0.1476,0.383
6,0.005782543,0.958701654,0.999016731,1.21E-08,0.00547664,2437.91329,0.358625,0.383
7,0.069887086,0.881858482,0.805825178,4.05E-08,0.000408532,2433.706221,0.1033875,0.383
8,0.00210774,0.904466374,0.821953959,7.25E-08,0.003031237,2447.754434,0.3667875,0.383
9,0.000398634,0.905952603,0.812642274,2.90E-08,0.047647637,2457.311301,0.302475,0.383
10,0.085599462,0.627128846,0.998115747,8.46E-08,0.044192551,2431.714177,0.10035,0.383
11,0.032518507,0.730523472,0.976962269,7.69E-08,0.064814432,2441.81596,0.175425,0.383
12,0.050017099,0.692244594,0.83819927,8.80E-08,0.065036096,2425.883454,0.1416125,0.383
13,0.080191943,0.970242167,0.96894493,5.02E-08,0.075959675,2425.540232,0.3480875,0.383
14,0.046822741,0.978024454,0.99930256,5.83E-08,0.03733632,2376.786369,0.34575,0.383
15,0.053647937,0.93258116,0.975968578,1.52E-08,0.09932486,2429.54103,0.2745375,0.383
16,0.074226489,0.133471356,0.989353117,9.72E-08,0.003129192,2414.944362,0.1031375,0.383
17,0.099408158,0.123295257,0.997288307,9.77E-08,0.008215515,2414.500811,0.10635,0.383
18,0.010122963,0.833699492,0.984493616,4.34E-08,0.006850018,2416.74526,0.1476125,0.383
19,0.002884214,0.986824807,0.975506837,9.96E-08,0.032010417,2425.718434,0.3123125,0.383
20,0.041995703,0.111399699,0.878532985,2.70E-08,0.004848082,2399.329698,0.101,0.383
21,0.098679382,0.997452098,0.978488235,9.21E-08,0.094488041,2398.313501,0.11955,0.383
22,0.062385429,0.808948835,0.85121229,6.46E-08,0.095805535,2411.973424,0.26795,0.383
23,0.054292564,0.181493761,0.975912496,6.67E-08,0.088994673,2395.087615,0.1021125,0.383
24,0.057544196,0.845350963,0.880738575,2.36E-08,0.07180515,2402.374546,0.20935,0.383
25,0.081074543,0.398087988,0.962142644,2.41E-08,0.0990092,2392.904844,0.10185,0.383
26,0.064392903,0.955858519,0.949617627,1.96E-09,0.018852279,2429.173679,0.323425,0.383
27,0.055471384,0.949400604,0.996873458,1.32E-08,0.026965172,2422.165758,0.2774375,0.383
28,0.002584262,0.263581468,0.836405757,3.43E-08,0.063940603,2421.560251,0.2325625,0.383
29,0.060700025,0.222605633,0.986912636,9.27E-08,0.072986896,2406.980345,0.1020125,0.383
30,0.090140375,0.106898153,0.820131375,3.45E-08,0.029427982,2404.994157,0.1054125,0.383
31,0.014456768,0.213368503,0.964039758,2.26E-08,0.094863554,2422.011852,0.1441,0.383
32,0.011727722,0.985980671,0.900972985,6.51E-08,0.062576238,2427.310993,0.3008375,0.383
33,0.022055547,0.575290225,0.852424523,8.98E-08,0.08981286,2422.612373,0.1842,0.383
34,0.089421519,0.108468174,0.838466378,5.92E-08,0.051748027,2403.924534,0.1017125,0.383
35,0.089531658,0.401018618,0.840719707,2.27E-08,0.079793696,2405.792344,0.1050125,0.383
36,0.073343552,0.725908315,0.995880502,4.18E-08,0.099651376,2413.751221,0.1113625,0.383
37,0.012016094,0.914845319,0.86125715,6.55E-08,0.078778581,2435.553441,0.2681625,0.383
38,0.006082318,0.118642584,0.98635147,6.84E-08,0.085604201,2428.760967,0.1084875,0.383
39,0.006368137,0.598712904,0.800331813,6.68E-09,0.085342448,2440.670476,0.1286875,0.383
40,0.008382821,0.128086915,0.899729188,2.97E-08,0.092459257,2436.97468,0.121225,0.383
41,0.099921184,0.582982855,0.825729052,3.58E-08,0.087650973,2421.643412,0.103675,0.383
42,0.007149846,0.547899019,0.934062639,6.75E-08,0.087040616,2441.282966,0.1190375,0.383
43,0.049355933,0.939859425,0.808691286,1.20E-08,0.033178251,2432.689466,0.317425,0.383
44,0.064812007,0.976454413,0.924186685,1.43E-08,0.042455987,2427.787383,0.3205375,0.383
45,0.033159722,0.166618362,0.954343892,4.66E-08,0.049488629,2419.607078,0.1015125,0.383
46,0.001737242,0.355979392,0.921238101,3.72E-08,0.067683311,2430.730506,0.204025,0.383
47,0.005000185,0.997892944,0.915264689,1.01E-08,0.012557217,2441.890002,0.30855,0.383
48,0.052032871,0.986903,0.984426929,1.03E-08,0.027097865,2427.319405,0.33235,0.383
49,0.069270791,0.136812086,0.807486518,7.95E-08,0.097971448,2416.748208,0.1015625,0.383
50,0.095896626,0.989896914,0.866849654,5.92E-08,0.096413461,2429.668209,0.27925,0.383
51,0.017646155,0.994250314,0.88288063,9.89E-08,0.087767119,2444.172031,0.2788,0.383
52,0.092434224,0.949582019,0.996113019,5.76E-08,0.011204584,2426.286706,0.1046625,0.383
53,0.068224604,0.995483841,0.862788825,5.60E-09,0.029690221,2435.002114,0.15035,0.383
54,0.045210386,0.150774475,0.849958574,7.83E-08,0.035211607,2440.910354,0.1033875,0.383
55,0.066526068,0.893207279,0.806081512,3.20E-08,0.059789505,2446.989413,0.1888625,0.383
56,0.075229676,0.980188334,0.807664247,7.15E-08,0.079155293,2444.583291,0.319675,0.383
57,0.000867811,0.211490584,0.898434561,5.35E-08,0.066955175,2446.910662,0.3013875,0.383
58,0.016147529,0.527349317,0.989214518,4.65E-08,0.04694642,2438.62478,0.11425,0.383
59,0.048522157,0.982714324,0.929289421,8.35E-08,0.09116488,2452.4334,0.3196125,0.383
60,0.016369615,0.958940735,0.81335059,1.40E-08,0.004236796,2448.021903,0.371,0.383
61,0.098288312,0.225363705,0.809064984,3.64E-08,0.089510474,2427.085325,0.1013625,0.383
62,0.095970309,0.285277347,0.986414051,5.75E-08,0.006477712,2427.711074,0.1013,0.383
63,0.094879184,0.110563123,0.89345484,8.45E-08,0.013517767,2433.903414,0.105,0.383
SimpleCNN,,,,,,,,
random_uniform,,,,,,,,
0,0.01534022,0.842746465,0.995944571,3.26E-08,0.018896899,3063.818066,0.57805,0.57805
1,0.064315928,0.48726293,0.845444221,2.74E-08,0.093001721,2859.666803,0.1,0.57805
2,0.062447945,0.726383902,0.963888085,8.55E-08,0.062546385,2833.224942,0.128025,0.57805
3,0.051677896,0.106069285,0.801803544,5.91E-08,0.041095002,2897.915617,0.1,0.57805
4,0.003360037,0.566084484,0.993158938,8.80E-09,0.023711987,2953.093652,0.23105,0.57805
5,0.044360506,0.675476833,0.801767131,3.24E-08,0.034679262,2873.843881,0.188625,0.57805
6,0.014313056,0.379882916,0.947544244,9.59E-08,0.001582597,2858.034659,0.1,0.57805
7,0.002688557,0.644500079,0.965308165,3.42E-08,0.037804829,2955.680285,0.2347875,0.57805
8,0.012275666,0.603715588,0.805600204,3.07E-08,0.048473161,2888.668709,0.1,0.57805
9,0.00493678,0.605481242,0.836951754,1.24E-08,0.027648987,2891.593738,0.1,0.57805
10,0.052489573,0.5451539,0.831454911,9.38E-08,0.033470474,2886.716664,0.1861125,0.57805
11,0.003836308,0.127073702,0.839047409,9.65E-09,0.014578946,2935.915852,0.2183625,0.57805
12,0.036026095,0.661659777,0.80478387,3.84E-08,0.059561797,2892.125294,0.2334,0.57805
13,0.09791215,0.697679908,0.906696265,4.79E-08,0.080842203,2792.434057,0.1,0.57805
14,0.033765007,0.435694031,0.862177748,3.14E-08,0.047420511,2911.130259,0.115225,0.57805
15,0.021073094,0.667211157,0.952707024,3.13E-08,0.081667828,2970.090411,0.278675,0.57805
16,0.040142591,0.707305258,0.867177755,8.96E-08,0.060067724,2888.369849,0.1980625,0.57805
17,0.04602924,0.918612169,0.95108671,3.35E-08,0.03742213,2760.065364,0.099975,0.57805
18,0.005961366,0.677734515,0.896012716,2.81E-08,0.049549174,2911.644608,0.1138,0.57805
19,0.007203494,0.494308275,0.996967311,2.99E-08,0.092200719,2923.522908,0.1390875,0.57805
20,0.004791256,0.883707544,0.885424965,4.30E-08,0.045076313,3029.62504,0.5528625,0.57805
21,0.058921402,0.891326216,0.899967696,3.95E-08,0.062266232,2749.801904,0.1,0.57805
22,0.028027267,0.600644741,0.818778416,1.49E-08,0.037043828,2920.834086,0.1235,0.57805
23,0.034458139,0.246501828,0.954376572,7.31E-08,0.024962538,2906.413994,0.112825,0.57805
24,0.088548636,0.848697036,0.873220349,7.49E-08,0.054437261,2744.538067,0.1,0.57805
25,0.038866623,0.453371033,0.823575551,3.44E-08,0.006663923,2894.979434,0.1720125,0.57805
26,0.045542563,0.279919255,0.921758055,5.92E-09,0.060124916,2870.797642,0.1104875,0.57805
27,0.04585683,0.454369415,0.866940479,4.75E-08,0.015324582,2868.683566,0.1173625,0.57805
28,0.038577913,0.464363799,0.946209687,3.99E-08,0.082723733,2888.932554,0.1095125,0.57805
29,0.027002016,0.414712306,0.891753633,4.87E-08,0.02524821,2906.098918,0.1462375,0.57805
30,0.060396311,0.801448806,0.915507111,5.00E-08,0.037435099,2790.788718,0.1481,0.57805
31,0.061273869,0.974683595,0.965588109,4.22E-08,0.016375739,2758.84773,0.1,0.57805
32,0.094249403,0.905637644,0.928473039,9.42E-08,0.077637477,2742.628546,0.1,0.57805
33,0.056774713,0.321169803,0.86433207,6.28E-08,0.023070836,2880.395927,0.116,0.57805
34,0.071997854,0.866716102,0.907789627,2.24E-08,0.008032426,2759.21788,0.1010375,0.57805
35,0.017665504,0.976976726,0.877470366,4.70E-09,0.040887539,2776.025561,0.1,0.57805
36,0.005949175,0.681432376,0.902814196,4.84E-08,0.025088047,2892.108711,0.1060625,0.57805
37,0.003890829,0.285335417,0.929841766,8.35E-09,0.041631701,2949.433353,0.1859,0.57805
38,0.097302813,0.583687947,0.890527753,3.86E-08,0.038326951,2794.131678,0.1010875,0.57805
39,0.00639616,0.964858487,0.840175421,4.17E-08,0.008389148,3002.303466,0.6049875,0.6049875
40,0.004865015,0.597075371,0.828323155,9.86E-08,0.096266242,3023.627642,0.3730625,0.6049875
41,0.098589219,0.713889042,0.958485323,3.58E-08,0.043395485,2767.369378,0.1,0.6049875
42,0.036859907,0.674614236,0.907153286,5.21E-08,0.02325416,2884.237604,0.2193125,0.6049875
43,0.091869641,0.733920104,0.910315058,3.06E-09,0.098844655,2752.135004,0.1,0.6049875
44,0.090258202,0.209992116,0.945224428,6.51E-08,0.084363549,2854.112088,0.1,0.6049875
45,0.056682552,0.65921276,0.879677737,7.03E-08,0.012834436,2826.864377,0.112925,0.6049875
46,0.055769427,0.209510844,0.838415644,3.31E-08,0.013693745,2890.9223,0.11765,0.6049875
47,0.094423057,0.766830702,0.924556555,2.77E-08,8.38E-05,2758.966139,0.1,0.6049875
48,0.017665838,0.680892512,0.841924485,6.68E-08,0.038974264,2930.429528,0.1,0.6049875
49,0.015729197,0.750949419,0.991434036,7.11E-08,0.015156237,2955.214873,0.127125,0.6049875
50,0.050313703,0.56212457,0.834626844,8.06E-08,0.054764348,2889.540614,0.1463875,0.6049875
51,0.014530495,0.63838854,0.855906285,5.74E-09,0.075648191,2939.447241,0.1304625,0.6049875
52,0.092029692,0.478266998,0.975694088,8.35E-08,0.049309185,2828.361945,0.1,0.6049875
53,0.076953334,0.271078621,0.875550059,1.75E-08,0.091997193,2848.390658,0.104925,0.6049875
54,0.037665374,0.543541367,0.949218105,3.48E-08,0.006793249,2881.780795,0.1742125,0.6049875
55,0.085950903,0.854778331,0.994263496,1.16E-08,0.040904578,2767.022377,0.1,0.6049875
56,0.080791281,0.887662593,0.9976682,7.10E-08,0.020928545,2760.848957,0.1,0.6049875
57,0.042628594,0.409394546,0.984439625,5.40E-08,0.096393257,2871.258956,0.1070875,0.6049875
58,0.07322351,0.975020275,0.955282701,2.11E-08,0.064091077,2766.9139,0.1077125,0.6049875
59,0.057606143,0.120352077,0.99934883,6.68E-08,0.052728402,2922.595981,0.1,0.6049875
60,0.030783729,0.467174951,0.819255024,1.72E-08,0.017447548,2935.099392,0.1359375,0.6049875
61,0.059507448,0.568910692,0.876899731,1.11E-08,0.053439382,2859.637876,0.118075,0.6049875
62,0.032462775,0.516765676,0.82298464,6.43E-08,0.094794554,2901.650443,0.128575,0.6049875
63,0.016158886,0.183498674,0.995318728,2.47E-08,0.050181668,2895.029085,0.1,0.6049875
grid,,,,,,,,
0,1.00E-05,0.1,0.96,4.06E-08,0.08,3032.880913,0.4747625,0.4747625
1,1.00E-05,0.46,0.84,1.00E-09,0.08,3035.48799,0.4727875,0.4747625
2,0.060004,0.64,0.84,6.04E-08,0.04,2851.825563,0.1337875,0.4747625
3,1.00E-05,0.64,0.84,2.08E-08,0.04,3045.792966,0.529225,0.529225
4,1.00E-05,0.82,0.8,1.00E-09,0.04,3055.048239,0.531925,0.531925
5,0.060004,0.46,0.96,2.08E-08,0.08,2877.216937,0.1164625,0.531925
6,0.060004,0.28,0.96,2.08E-08,0.04,2897.076763,0.1025125,0.531925
7,0.020008,0.64,0.84,8.02E-08,0.02,2951.016855,0.1,0.531925
8,0.080002,0.64,0.84,4.06E-08,0.08,2782.974404,0.1106375,0.531925
9,0.040006,0.46,0.88,1.00E-09,0.08,2892.960155,0.0999875,0.531925
10,0.040006,0.1,0.84,4.06E-08,0.08,2891.452283,0.1,0.531925
11,1.00E-05,0.64,0.92,6.04E-08,0.02,3055.814359,0.5584875,0.5584875
12,1.00E-05,0.82,0.8,6.04E-08,0.02,3044.524298,0.5648625,0.5648625
13,0.020008,0.82,0.84,6.04E-08,0,2921.274421,0.456575,0.5648625
14,0.060004,0.1,0.92,6.04E-08,0.04,2875.204891,0.11375,0.5648625
15,0.060004,0.46,0.88,2.08E-08,0.06,2853.704219,0.1,0.5648625
16,1.00E-05,0.82,0.92,8.02E-08,0,3053.107545,0.5845125,0.5845125
17,1.00E-05,0.28,0.88,2.08E-08,0.04,3048.121678,0.5308375,0.5845125
18,0.040006,0.1,0.92,4.06E-08,0,2888.649724,0.320475,0.5845125
19,0.040006,0.46,0.84,8.02E-08,0.06,2865.558561,0.1018,0.5845125
20,0.040006,0.1,0.96,8.02E-08,0.06,2883.657106,0.102225,0.5845125
21,0.080002,0.28,0.84,4.06E-08,0.02,2839.643903,0.1,0.5845125
22,0.020008,0.82,0.84,2.08E-08,0.08,2932.428546,0.3256875,0.5845125
23,0.060004,0.82,0.96,1.00E-09,0.06,2783.061976,0.110675,0.5845125
24,0.060004,0.46,0.8,6.04E-08,0,2821.889824,0.195625,0.5845125
25,1.00E-05,0.1,0.96,2.08E-08,0.08,3042.434024,0.4744875,0.5845125
26,0.020008,0.46,0.84,6.04E-08,0,2973.043275,0.4906875,0.5845125
27,0.020008,0.1,0.8,1.00E-09,0.04,2869.618233,0.126225,0.5845125
28,0.060004,0.46,0.92,4.06E-08,0.02,2849.933161,0.1159625,0.5845125
29,0.040006,0.28,0.84,8.02E-08,0.08,2907.155793,0.1,0.5845125
30,0.040006,0.82,0.8,6.04E-08,0.08,2825.444644,0.1921125,0.5845125
31,0.040006,0.64,0.84,2.08E-08,0,2856.633216,0.3111125,0.5845125
32,0.060004,0.28,0.8,8.02E-08,0.06,2859.167228,0.1,0.5845125
33,1.00E-05,0.82,0.96,2.08E-08,0.08,3036.747683,0.4649875,0.5845125
34,1.00E-05,0.1,0.96,2.08E-08,0.06,3031.365219,0.493375,0.5845125
35,0.060004,0.82,0.84,4.06E-08,0.04,2780.192725,0.1351625,0.5845125
36,0.080002,0.46,0.96,2.08E-08,0.02,2846.02006,0.1,0.5845125
37,0.040006,0.1,0.8,4.06E-08,0.02,2890.712265,0.118925,0.5845125
38,0.080002,0.64,0.8,8.02E-08,0.06,2821.140754,0.1086625,0.5845125
39,0.060004,0.64,0.96,8.02E-08,0.04,2859.495909,0.141725,0.5845125
40,0.020008,0.46,0.96,4.06E-08,0.04,2872.312203,0.13405,0.5845125
41,1.00E-05,0.28,0.92,6.04E-08,0.02,3041.834391,0.55675,0.5845125
42,0.060004,0.28,0.84,8.02E-08,0.06,2867.293606,0.108025,0.5845125
43,0.020008,0.1,0.96,2.08E-08,0.04,2864.798533,0.1,0.5845125
44,1.00E-05,0.1,0.88,4.06E-08,0.08,3049.183633,0.4732375,0.5845125
45,0.040006,0.28,0.92,2.08E-08,0.02,2890.4108,0.112225,0.5845125
46,0.080002,0.82,0.8,8.02E-08,0.02,2761.681965,0.1,0.5845125
47,0.080002,0.46,0.88,4.06E-08,0,2819.533581,0.127375,0.5845125
48,0.040006,0.1,0.8,8.02E-08,0.06,2893.940469,0.116275,0.5845125
49,1.00E-05,0.1,0.96,8.02E-08,0,3035.086376,0.578625,0.5845125
50,1.00E-05,0.82,0.92,4.06E-08,0,3036.336721,0.5829875,0.5845125
51,1.00E-05,0.28,0.92,2.08E-08,0,3039.991747,0.5816125,0.5845125
52,1.00E-05,0.82,0.84,6.04E-08,0.02,3055.161196,0.56295,0.5845125
53,0.020008,0.1,0.84,1.00E-09,0.06,2899.320033,0.1,0.5845125
54,1.00E-05,0.1,0.84,8.02E-08,0,3029.646554,0.5791125,0.5845125
55,1.00E-05,0.46,0.96,4.06E-08,0,3041.310858,0.5802125,0.5845125
56,0.080002,0.28,0.88,8.02E-08,0.08,2842.93127,0.1,0.5845125
57,1.00E-05,0.64,0.92,2.08E-08,0.08,3088.221719,0.4761625,0.5845125
58,0.020008,0.28,0.88,1.00E-09,0.08,2889.311342,0.1179125,0.5845125
59,0.040006,0.82,0.8,4.06E-08,0,2792.68908,0.105325,0.5845125
60,0.020008,0.1,0.84,2.08E-08,0,2937.066907,0.3645875,0.5845125
61,0.020008,0.82,0.96,2.08E-08,0.08,2993.003114,0.39585,0.5845125
62,1.00E-05,0.46,0.96,4.06E-08,0.06,3069.130802,0.50395,0.5845125
63,0.060004,0.28,0.84,4.06E-08,0.08,2901.51055,0.1004,0.5845125
bayesian_uniform,,,,,,,,
0,0.01534022,0.842746465,0.995944571,3.26E-08,0.018896899,3154.200269,0.501275,0.501275
1,0.087888054,0.317085245,0.990443427,1.35E-08,0.039815831,2998.168807,0.1,0.501275
2,0.000831235,0.99742198,0.988965605,8.61E-08,0.001698054,3204.826731,0.65425,0.65425
3,0.000806489,0.999564566,0.896333904,8.43E-08,0.000723243,3203.519284,0.61025,0.65425
4,0.087234815,0.99282141,0.99977914,9.50E-08,0.002203123,2935.780378,0.1,0.65425
5,0.000197107,0.985289747,0.976817275,1.87E-08,0.062798077,3231.265695,0.5654375,0.65425
6,0.001880278,0.108512359,0.949157001,8.92E-08,0.001063597,3203.469393,0.459,0.65425
7,0.002907256,0.371154761,0.812548473,7.31E-08,0.002540636,3173.582694,0.3913625,0.65425
8,0.004178911,0.130492857,0.995916061,5.17E-08,0.095682662,3072.020842,0.121925,0.65425
9,0.003083844,0.455066523,0.99805023,3.89E-08,0.014672067,3166.6129,0.3489875,0.65425
10,0.051045965,0.104206564,0.800018216,7.41E-08,0.001854066,3072.704282,0.2520125,0.65425
11,0.004965481,0.76237598,0.800106466,1.04E-08,0.000704706,3222.346144,0.6448125,0.65425
12,0.001193004,0.901840732,0.814129502,9.88E-08,0.0160389,3233.134986,0.6830875,0.6830875
13,0.000801941,0.976608818,0.800245201,5.16E-08,0.032544568,3238.531095,0.635225,0.6830875
14,0.001143763,0.841044374,0.800268316,5.99E-08,0.065204122,3312.987774,0.5377875,0.6830875
15,0.003253113,0.905132925,0.800186057,2.22E-08,0.006415646,3208.559818,0.6842875,0.6842875
16,0.001304507,0.854184761,0.821933308,7.56E-08,0.001571909,3224.598168,0.682775,0.6842875
17,0.000255363,0.920652082,0.813379209,6.24E-09,0.011319935,3246.562077,0.6617125,0.6842875
18,0.026944353,0.91854661,0.814732861,8.42E-08,0.085951149,2990.544619,0.192275,0.6842875
19,0.028461389,0.885226519,0.836439027,6.78E-08,0.024591959,3019.199846,0.336425,0.6842875
20,0.07311939,0.24684331,0.986329871,3.52E-08,0.006023412,3032.215151,0.1586,0.6842875
21,0.020675914,0.160559589,0.823605157,7.12E-08,0.041471915,3031.123509,0.11025,0.6842875
22,0.014890817,0.970397957,0.971259722,5.53E-08,0.023565184,2946.2452,0.1259,0.6842875
23,0.046944081,0.976134286,0.811115649,7.46E-08,0.02499905,2941.608722,0.1,0.6842875
24,0.082965185,0.856484667,0.9544417,8.93E-08,0.008806042,2925.655254,0.1,0.6842875
25,0.020429492,0.847805177,0.809350529,5.74E-08,0.007919665,3120.326231,0.4035125,0.6842875
26,0.060829546,0.155651537,0.980348781,6.79E-08,0.0478509,3038.441441,0.10005,0.6842875
27,0.00937138,0.919662674,0.893313733,3.59E-08,0.071249607,3192.480964,0.47955,0.6842875
28,0.004630853,0.887965117,0.913232305,9.91E-09,0.079200581,3200.717794,0.492375,0.6842875
29,0.028741942,0.776666101,0.976352251,7.79E-08,0.043181694,3076.773642,0.28305,0.6842875
30,0.012136985,0.129994295,0.851166512,7.10E-08,0.034100129,3030.806466,0.1,0.6842875
31,0.018638798,0.240606052,0.987111989,2.15E-08,0.00038908,3052.69372,0.15885,0.6842875
32,0.016462574,0.118790674,0.820826484,6.06E-08,0.019612738,3039.640417,0.1,0.6842875
33,0.035093047,0.252995883,0.851942129,7.15E-08,0.027384223,3070.305293,0.1,0.6842875
34,0.096190739,0.261715408,0.943540542,9.56E-08,0.025219525,3026.543948,0.1066,0.6842875
35,0.090074225,0.112926285,0.953583974,8.27E-08,0.016600937,3036.471718,0.1,0.6842875
36,0.019466396,0.545105271,0.99733191,6.71E-09,0.003232676,3116.510475,0.1717375,0.6842875
37,0.086123306,0.142946966,0.818098168,7.73E-08,0.026284271,3027.707402,0.1048375,0.6842875
38,0.001708148,0.116751537,0.978371833,5.38E-08,0.034572106,3185.166974,0.372,0.6842875
39,0.009426667,0.717639078,0.989285575,8.68E-08,0.00440685,3104.765782,0.1,0.6842875
40,0.095487645,0.122257773,0.858786527,4.15E-08,0.031674541,3035.262274,0.1003,0.6842875
41,0.027256215,0.772530172,0.988915895,3.14E-08,0.06064275,3080.592851,0.2576875,0.6842875
42,0.00410405,0.312455693,0.975041915,5.84E-08,0.040290662,3101.71184,0.1643,0.6842875
43,0.051513805,0.115476083,0.849176128,5.31E-08,0.059675121,3064.623639,0.1,0.6842875
44,0.018264448,0.934012568,0.811694899,4.65E-08,0.097468219,3047.915212,0.1889875,0.6842875
45,0.003105895,0.775437536,0.990351709,2.48E-08,0.068216647,3224.2518,0.5131375,0.6842875
46,0.077919595,0.865044606,0.992987028,1.24E-08,0.001220413,2954.09946,0.1,0.6842875
47,0.090020353,0.987982048,0.898166592,9.80E-08,0.00058131,2943.796686,0.1,0.6842875
48,0.001741347,0.904853304,0.972518923,9.73E-08,0.075828195,3234.444765,0.5174625,0.6842875
49,0.075474426,0.889307819,0.804442333,5.27E-08,0.017715572,2950.516608,0.1,0.6842875
50,0.099856451,0.982825278,0.871663082,6.14E-08,0.025886729,2955.074931,0.1,0.6842875
51,0.06242907,0.210587849,0.821903872,8.30E-08,0.098499006,3030.200845,0.100325,0.6842875
52,0.000919515,0.886321436,0.961984486,8.54E-08,0.049602183,3240.766256,0.5684875,0.6842875
53,0.006307905,0.281983476,0.803743055,8.50E-08,0.089929589,3078.491685,0.1131,0.6842875
54,0.092518705,0.824746001,0.836681638,5.37E-08,0.043422011,2934.154036,0.1,0.6842875
55,0.021979636,0.139231162,0.888717373,7.78E-08,0.093169578,3077.347021,0.1084125,0.6842875
56,0.000203647,0.894816678,0.863429881,4.00E-08,0.072602483,3248.090543,0.5597875,0.6842875
57,0.005488154,0.26047897,0.803833982,1.64E-08,0.008464395,3094.729348,0.140775,0.6842875
58,0.077957025,0.108751704,0.813260556,4.15E-08,0.090031494,3087.872331,0.1064125,0.6842875
59,0.093540854,0.114386414,0.80885969,9.18E-08,0.000752425,3063.465911,0.1871375,0.6842875
60,0.003448218,0.638387998,0.822980124,5.27E-08,0.032983776,3114.345742,0.1,0.6842875
61,0.033328709,0.101503051,0.888513003,4.22E-09,0.011527278,3109.652503,0.13375,0.6842875
62,0.00427718,0.822167935,0.998160228,1.17E-08,0.03001952,3210.461419,0.2842625,0.6842875
63,0.075257761,0.226275326,0.911959644,5.23E-08,0.041899846,3057.830344,0.1,0.6842875
