nr,lr,b1,b2,energy,,,accuracy,best_acc
DensePolyNN,,,,,,,,
random_uniform,,,,,,,,
43,0.01539699,0.348406217,0.893366218,2208.375874,,,0.1034125,0.3943125
44,0.083067559,0.213056392,0.9998491,2199.114013,,,0.1009,0.3943125
45,0.000273174,0.999531819,0.936827945,2223.125584,,,0.3920625,0.3943125
46,0.001586624,0.276540814,0.826516961,2209.331235,,,0.3600875,0.3943125
47,0.01167614,0.122403688,0.814780009,2210.224983,,,0.1064875,0.3943125
48,0.00114456,0.986938982,0.994603016,2209.298476,,,0.3878125,0.3943125
49,0.005795051,0.222676882,0.802288972,2214.976482,,,0.1249625,0.3943125
50,0.09241832,0.373987335,0.923836889,2187.870735,,,0.1020375,0.3943125
51,0.000774055,0.993347821,0.996389422,2207.849058,,,0.390125,0.3943125
52,0.072173306,0.457945828,0.990409317,2191.872569,,,0.1133125,0.3943125
53,0.062635009,0.20001916,0.827011929,2197.369162,,,0.102275,0.3943125
54,0.063466888,0.93857508,0.934230203,2205.592834,,,0.1030875,0.3943125
55,0.02989854,0.618118819,0.909690376,2207.292328,,,0.1349,0.3943125
56,0.054440465,0.372897926,0.864422657,2192.69803,,,0.1027375,0.3943125
57,0.000537829,0.989155438,0.8899212,2209.258264,,,0.3900375,0.3943125
58,0.023994687,0.918060688,0.932984379,2213.779029,,,0.2858625,0.3943125
59,0.003128134,0.892544405,0.854204725,2205.074222,,,0.3824125,0.3943125
60,0.047847828,0.831341585,0.889151956,2207.66054,,,0.1381125,0.3943125
61,0.04527013,0.11638938,0.941130708,2196.023732,,,0.1028625,0.3943125
62,0.049335397,0.94350698,0.837272449,2208.156121,,,0.1106375,0.3943125
63,0.000164832,0.991697958,0.874272589,2212.181911,,,0.39945,0.39945
SimpleCNN,,,,,,,,
random_uniform,,,,,,,,
0,0.096645689,0.496659339,0.801498294,2750.099723,,,0.1,0.1
1,0.067159633,0.175544404,0.953296187,2938.14038,,,0.2563375,0.2563375
2,0.034615436,0.660953328,0.923163139,2809.599985,,,0.3458,0.3458
3,0.001471732,0.538076387,0.992980312,2969.844335,,,0.616025,0.616025
4,0.06015033,0.180035947,0.915800537,2802.277871,,,0.239675,0.616025
5,0.048108827,0.419715233,0.849830424,2786.59022,,,0.26015,0.616025
6,0.001939764,0.557291733,0.801156048,2960.43221,,,0.5119,0.616025
7,0.005426978,0.628775657,0.832800645,2939.114487,,,0.4457,0.616025
8,0.077100287,0.96123981,0.828245553,2703.418648,,,0.1,0.616025
9,0.080653185,0.259608732,0.830914103,2781.30886,,,0.11695,0.616025
10,0.00411587,0.447565176,0.86991846,2825.848459,,,0.1383375,0.616025
11,0.0782912,0.523756113,0.963468801,2764.462,,,0.1095875,0.616025
12,0.081475969,0.366111024,0.824775335,2778.754421,,,0.1581625,0.616025
13,0.052984616,0.846479045,0.897040231,2701.066584,,,0.1,0.616025
14,0.034541439,0.732393054,0.961988117,2801.535395,,,0.2894,0.616025
15,0.015493101,0.856431249,0.944025596,2911.366251,,,0.5397625,0.616025
16,0.039530353,0.142961766,0.857226701,2828.144079,,,0.3076375,0.616025
17,0.093283236,0.729448561,0.863397205,2694.724252,,,0.1,0.616025
18,0.007309235,0.483673832,0.840379355,2829.949744,,,0.105825,0.616025
19,0.050056774,0.836678394,0.872250903,2697.576264,,,0.1,0.616025
20,0.017477245,0.62606063,0.860355412,2907.582873,,,0.38145,0.616025
21,0.077334787,0.594127605,0.866751603,2733.980508,,,0.119825,0.616025
22,0.084235462,0.162774807,0.865057041,2773.483195,,,0.1271375,0.616025
23,0.075793298,0.233446536,0.843406738,2805.633002,,,0.1688625,0.616025
24,0.082285464,0.443080979,0.974857156,2763.870177,,,0.127625,0.616025
25,0.042209466,0.716743081,0.969381769,2766.275715,,,0.2102625,0.616025
26,0.041031699,0.872041924,0.855348506,2696.604103,,,0.1,0.616025
27,0.071626501,0.628758564,0.810499791,2740.196988,,,0.12815,0.616025
28,0.016540417,0.377125447,0.814665259,2833.432775,,,0.1557,0.616025
29,0.04796399,0.460460679,0.895592396,2787.167621,,,0.2521625,0.616025
30,0.020614737,0.566977894,0.985934537,2927.887051,,,0.553675,0.616025
31,0.080136503,0.752995341,0.932141407,2692.488168,,,0.1,0.616025
32,0.006528622,0.226015892,0.981072034,2797.350646,,,0.1103375,0.616025
33,0.099567838,0.368757549,0.937211303,2743.682526,,,0.1001125,0.616025
34,0.019464687,0.832855924,0.855806932,2855.458302,,,0.4436375,0.616025
35,0.033430144,0.388955064,0.85350076,2862.737725,,,0.4044375,0.616025
36,0.08241561,0.331435547,0.827416661,2772.464026,,,0.1221125,0.616025
37,0.097381731,0.699939783,0.998132085,2703.737509,,,0.1,0.616025
38,0.006908995,0.783622712,0.861032305,2927.103984,,,0.3669625,0.616025
39,0.050442584,0.687827623,0.962191665,2780.49268,,,0.171,0.616025
40,0.016261804,0.549474426,0.988009615,2879.507579,,,0.2813,0.616025
41,0.061989983,0.230978714,0.989798192,2792.217778,,,0.1741875,0.616025
42,0.050505311,0.796103536,0.970635463,2732.079453,,,0.1041125,0.616025
43,0.053512772,0.639279244,0.889267552,2792.686638,,,0.197625,0.616025
44,0.067590193,0.897679989,0.92080845,2714.646938,,,0.1,0.616025
45,0.034625171,0.945657859,0.937810459,2711.363713,,,0.1,0.616025
46,0.044813084,0.172160125,0.85863281,2866.103156,,,0.3522875,0.616025
47,0.065082383,0.723760956,0.958894016,2729.682397,,,0.1015375,0.616025
48,0.017413203,0.675482039,0.842454144,2948.903785,,,0.400225,0.616025
49,0.073067398,0.551670024,0.826500085,2737.581545,,,0.1000125,0.616025
50,0.091399677,0.521242953,0.919551947,2731.628937,,,0.1000125,0.616025
51,0.02342467,0.1078706,0.862549872,2857.053915,,,0.2602625,0.616025
52,0.08650905,0.58058982,0.918713046,2756.45347,,,0.1235375,0.616025
53,0.092661431,0.740928762,0.928536721,2740.147785,,,0.1,0.616025
54,0.096715217,0.589202421,0.881721986,2779.233017,,,0.1005625,0.616025
55,0.017432919,0.951363382,0.917271623,2770.80089,,,0.1,0.616025
56,0.058724865,0.845266249,0.902866854,2762.868012,,,0.1,0.616025
57,0.010267357,0.707502234,0.970055849,2953.899814,,,0.2223625,0.616025
58,0.048815656,0.591719599,0.826367734,2819.571766,,,0.124925,0.616025
59,0.03353744,0.960950707,0.942300471,2752.631726,,,0.1,0.616025
60,0.047297718,0.938020625,0.985804314,2747.79059,,,0.1,0.616025
61,0.053921569,0.990632837,0.817174459,2749.827161,,,0.1,0.616025
62,0.037781759,0.725421834,0.839918991,2825.304886,,,0.1976,0.616025
63,0.00998404,0.15012093,0.935929157,2831.327321,,,0.1011875,0.616025
grid,,,,,,,,
0,0.040006,0.82,0.92,2732.916158,,,0.124525,0.124525
1,0.040006,0.64,0.84,2902.81099,,,0.2856625,0.2856625
2,0.020008,0.64,0.88,2900.945061,,,0.4553875,0.4553875
3,0.080002,0.82,0.8,2688.99073,,,0.1,0.4553875
4,1.00E-05,0.28,0.96,2970.397231,,,0.5865375,0.5865375
5,0.060004,0.28,0.84,2801.959292,,,0.2217125,0.5865375
6,0.080002,0.1,0.96,2773.16328,,,0.151175,0.5865375
7,0.040006,0.64,0.88,2756.544252,,,0.210925,0.5865375
8,0.040006,0.28,0.92,2841.874405,,,0.39205,0.5865375
9,0.020008,0.1,0.8,2848.206265,,,0.2934125,0.5865375
10,0.060004,0.46,0.96,2733.832482,,,0.1505875,0.5865375
11,0.080002,0.82,0.96,2691.858577,,,0.1,0.5865375
12,0.080002,0.28,0.96,2781.989905,,,0.119725,0.5865375
13,0.080002,0.28,0.8,2748.553768,,,0.1143,0.5865375
14,0.020008,0.46,0.92,2883.390513,,,0.334775,0.5865375
15,0.060004,0.28,0.96,2794.751478,,,0.2175,0.5865375
16,0.040006,0.82,0.84,2723.514927,,,0.1119125,0.5865375
17,0.020008,0.28,0.96,2829.214055,,,0.1551625,0.5865375
18,1.00E-05,0.28,0.8,2976.649066,,,0.5839,0.5865375
19,0.080002,0.64,0.92,2720.547358,,,0.1101875,0.5865375
20,0.040006,0.64,0.8,2815.865864,,,0.309125,0.5865375
21,0.060004,0.82,0.84,2698.012146,,,0.1,0.5865375
22,0.060004,0.1,0.84,2813.308608,,,0.2953875,0.5865375
23,0.080002,0.46,0.92,2727.409683,,,0.1004375,0.5865375
24,0.080002,0.46,0.8,2733.684611,,,0.1264125,0.5865375
25,0.040006,0.64,0.96,2803.0861,,,0.265425,0.5865375
26,0.080002,0.46,0.96,2751.222802,,,0.1646,0.5865375
27,1.00E-05,0.28,0.92,2971.399281,,,0.5848,0.5865375
28,0.020008,0.28,0.84,2860.097424,,,0.2038125,0.5865375
29,0.040006,0.46,0.88,2814.46178,,,0.3294125,0.5865375
30,0.040006,0.46,0.96,2819.825146,,,0.3414125,0.5865375
31,1.00E-05,0.1,0.84,2969.929419,,,0.5818125,0.5865375
32,0.080002,0.82,0.84,2690.499742,,,0.1,0.5865375
33,0.060004,0.64,0.84,2726.732896,,,0.154575,0.5865375
34,1.00E-05,0.82,0.92,2970.791764,,,0.586775,0.586775
35,0.080002,0.64,0.96,2706.544592,,,0.0999875,0.586775
36,1.00E-05,0.64,0.96,2971.422441,,,0.584,0.586775
37,0.040006,0.28,0.96,2831.529425,,,0.3670875,0.586775
38,0.060004,0.1,0.92,2778.662889,,,0.1788125,0.586775
39,0.040006,0.46,0.84,2803.507722,,,0.33715,0.586775
40,0.060004,0.1,0.96,2805.644624,,,0.222825,0.586775
41,0.060004,0.28,0.88,2774.74765,,,0.186275,0.586775
42,0.020008,0.64,0.96,2936.347355,,,0.5566,0.586775
43,0.080002,0.28,0.88,2770.941095,,,0.11885,0.586775
44,0.080002,0.1,0.8,2809.216278,,,0.1541625,0.586775
45,1.00E-05,0.1,0.92,2993.890099,,,0.5803375,0.586775
46,1.00E-05,0.1,0.88,2996.665104,,,0.57955,0.586775
47,0.020008,0.28,0.8,2849.000993,,,0.1562625,0.586775
48,0.020008,0.82,0.8,2913.520261,,,0.5100875,0.586775
49,0.060004,0.82,0.92,2750.711319,,,0.1,0.586775
50,1.00E-05,0.46,0.88,3042.772534,,,0.5851,0.586775
51,1.00E-05,0.46,0.8,3044.609396,,,0.5851375,0.586775
52,0.060004,0.46,0.92,2831.159703,,,0.1920875,0.586775
53,0.060004,0.46,0.8,2848.647554,,,0.21325,0.586775
54,1.00E-05,0.1,0.96,3042.656654,,,0.587075,0.587075
55,0.040006,0.82,0.96,2783.494322,,,0.108225,0.587075
56,0.080002,0.1,0.92,2853.422212,,,0.1256,0.587075
57,0.080002,0.64,0.84,2807.34342,,,0.1131375,0.587075
58,1.00E-05,0.46,0.84,3043.253867,,,0.582,0.587075
59,1.00E-05,0.1,0.8,3045.085609,,,0.58585,0.587075
60,1.00E-05,0.46,0.96,3048.854414,,,0.5821375,0.587075
61,0.040006,0.28,0.84,2912.769686,,,0.39485,0.587075
62,0.060004,0.82,0.96,2761.398918,,,0.1,0.587075
63,0.080002,0.82,0.92,2759.260165,,,0.1,0.587075
bayesian_uniform,,,,,,,,
0,0.096645689,0.496659339,0.801498294,2694.293448,,,0.1043125,0.1043125
1,0.0019644,0.999206334,0.994388969,2830.772084,,,0.2441125,0.2441125
2,0.094974066,0.996009814,0.80587005,2688.367014,,,0.1,0.2441125
3,0.014556989,0.113298253,0.999991756,2823.792277,,,0.2191,0.2441125
4,0.099903125,0.647509883,0.998749606,2705.87394,,,0.1,0.2441125
5,0.078246806,0.100858664,0.801452054,2804.150664,,,0.1972125,0.2441125
6,0.00063995,0.104600557,0.810855017,2970.614082,,,0.6120875,0.6120875
7,0.000146878,0.245159529,0.800255397,2979.557269,,,0.6365375,0.6365375
8,0.000304473,0.483431161,0.802400814,2982.465891,,,0.633825,0.6365375
9,1.98E-05,0.500320439,0.896326069,2974.835411,,,0.6009375,0.6365375
10,2.60E-05,0.678603113,0.801786212,2982.016443,,,0.6085,0.6365375
11,0.00021442,0.547334392,0.998085463,2981.162913,,,0.61775,0.6365375
12,3.52E-05,0.671776666,0.997579362,2981.526014,,,0.610925,0.6365375
13,0.001831909,0.997338477,0.804964061,2870.996609,,,0.5034375,0.6365375
14,0.01695376,0.600163833,0.828064872,2923.310201,,,0.271425,0.6365375
15,0.000321015,0.104040487,0.836844395,2975.982897,,,0.645025,0.645025
16,0.000356946,0.254072099,0.855313365,2981.786482,,,0.6397875,0.645025
17,0.000287068,0.152298812,0.865335647,2982.05021,,,0.6415875,0.645025
18,0.099954119,0.108420852,0.95860219,2769.756427,,,0.10785,0.645025
19,0.001257166,0.985918225,0.931187443,2979.20015,,,0.658075,0.658075
20,0.003002409,0.893458627,0.849994454,2976.410003,,,0.6591125,0.6591125
21,0.002964977,0.843376109,0.891966081,2979.462784,,,0.6404875,0.6591125
22,0.001717281,0.834796892,0.867507452,2976.568322,,,0.634625,0.6591125
23,0.00228891,0.957531218,0.909888516,2971.953393,,,0.661225,0.661225
24,0.086741453,0.750689354,0.878196318,2701.92208,,,0.1,0.661225
25,0.01936971,0.799408686,0.808109232,2875.831454,,,0.4886,0.661225
26,0.001976672,0.374413516,0.933791084,2963.269333,,,0.543925,0.661225
27,0.099008817,0.468485706,0.898381436,2712.834401,,,0.100025,0.661225
28,0.0026714,0.797980516,0.802853355,2970.452362,,,0.62675,0.661225
29,0.001371487,0.956122181,0.909423779,2969.143404,,,0.6570875,0.661225
30,0.009259461,0.969331536,0.848155184,2728.257123,,,0.1416375,0.661225
31,0.025858837,0.487209913,0.9922785,2890.614719,,,0.433025,0.661225
32,0.093109373,0.880832461,0.810033789,2690.994962,,,0.1,0.661225
33,0.067200411,0.668622384,0.961676944,2730.05274,,,0.1099375,0.661225
34,0.071151768,0.533374335,0.979644808,2745.810604,,,0.1300125,0.661225
35,0.098047711,0.161025582,0.815124625,2741.531418,,,0.1039875,0.661225
36,0.098752804,0.102095858,0.906550901,2752.86092,,,0.1058125,0.661225
37,0.000868938,0.842479537,0.988339581,2978.317067,,,0.6456375,0.661225
38,0.096477711,0.621300071,0.927884769,2710.766966,,,0.1000125,0.661225
39,0.048279759,0.129773279,0.979976801,2816.765437,,,0.27165,0.661225
40,0.000532569,0.92977109,0.808709737,2985.532848,,,0.6504125,0.661225
41,0.001439347,0.819671425,0.934523478,2981.8237,,,0.6335375,0.661225
42,0.003573674,0.104882413,0.946228306,2876.194192,,,0.21725,0.661225
43,0.001771351,0.867856281,0.911488176,2977.885269,,,0.6578375,0.661225
44,0.000574789,0.8424663,0.940698904,2989.112425,,,0.6401375,0.661225
45,0.000831632,0.881149265,0.903124999,2990.997134,,,0.6562,0.661225
46,0.087006671,0.10625636,0.99962812,2793.418458,,,0.150425,0.661225
47,0.000149959,0.865740039,0.879318696,2987.147498,,,0.6310125,0.661225
48,0.00107478,0.317413029,0.978503828,2977.838411,,,0.5883125,0.661225
49,0.099794869,0.943135166,0.950262079,2700.740482,,,0.1,0.661225
50,0.000637836,0.91961266,0.889302682,2983.622883,,,0.6563625,0.661225
51,0.002610948,0.328910647,0.999289557,2941.958695,,,0.454075,0.661225
52,0.001529736,0.877477482,0.932847105,2975.410554,,,0.654975,0.661225
53,0.000755234,0.934622085,0.896082195,2978.021547,,,0.652,0.661225
54,0.000781325,0.878152042,0.952032258,2981.053381,,,0.6524375,0.661225
55,0.000121099,0.93983151,0.941505001,2980.234303,,,0.6295625,0.661225
56,0.097403669,0.320162445,0.994155175,2747.098567,,,0.104075,0.661225
57,0.000533034,0.924054357,0.914477294,2976.389056,,,0.6473375,0.661225
58,0.000443548,0.916884938,0.898948347,2983.317608,,,0.64885,0.661225
59,0.000351508,0.896399161,0.802329843,2980.640409,,,0.6499625,0.661225
60,0.000161715,0.807961506,0.806932834,2979.528293,,,0.6223625,0.661225
61,4.27E-05,0.962508676,0.924407631,2986.176276,,,0.62165,0.661225
62,0.000325014,0.889406419,0.925702696,2977.678825,,,0.64635,0.661225
63,0.017381785,0.64386364,0.999687919,2943.060579,,,0.3796375,0.661225
