nr,lr,b1,b2,epsilon,weight_decay,energy,accuracy,best_acc
DensePolyNN,,,,,,,,
random_uniform,,,,,,,,
26,1.00E-05,0.46,0.96,4.06E-08,0.08,273.5402797,0.6567875,0.7566375
27,0.080002,0.46,0.8,6.04E-08,0,259.580503,0.192725,0.7566375
28,0.060004,0.82,0.92,4.06E-08,0.06,274.4501053,0.4067625,0.7566375
29,1.00E-05,0.46,0.84,2.08E-08,0,266.2002788,0.813825,0.813825
30,0.060004,0.1,0.84,2.08E-08,0.06,268.8906912,0.2420375,0.813825
31,0.060004,0.46,0.92,6.04E-08,0.02,268.5554402,0.2107875,0.813825
32,0.080002,0.28,0.96,2.08E-08,0.06,268.3278768,0.2818125,0.813825
33,1.00E-05,0.46,0.8,4.06E-08,0.08,275.8108981,0.6565375,0.813825
34,0.020008,0.64,0.8,8.02E-08,0.06,274.8842511,0.7609875,0.813825
35,0.060004,0.1,0.96,6.04E-08,0.06,269.1480478,0.210575,0.813825
36,0.060004,0.28,0.88,4.06E-08,0,260.3808089,0.208775,0.813825
37,1.00E-05,0.1,0.88,2.08E-08,0.08,275.4970485,0.6582,0.813825
38,1.00E-05,0.64,0.92,6.04E-08,0.06,275.3134369,0.6757875,0.813825
39,0.080002,0.64,0.84,8.02E-08,0.04,269.7671534,0.1971875,0.813825
40,0.020008,0.1,0.96,8.02E-08,0.08,273.8015594,0.5891625,0.813825
41,1.00E-05,0.46,0.96,8.02E-08,0.06,276.0053286,0.6759375,0.813825
42,1.00E-05,0.82,0.96,2.08E-08,0.06,275.0086372,0.6775,0.813825
43,0.060004,0.1,0.8,8.02E-08,0.06,268.321515,0.18895,0.813825
44,0.080002,0.1,0.8,8.02E-08,0.04,268.45611,0.2088625,0.813825
45,0.060004,0.1,0.96,2.08E-08,0.06,268.6048557,0.1894625,0.813825
46,0.080002,0.1,0.88,1.00E-09,0.04,267.7745172,0.2082125,0.813825
47,0.080002,0.28,0.84,2.08E-08,0,260.3999248,0.1919,0.813825
48,0.040006,0.28,0.84,6.04E-08,0.04,271.0431847,0.2666375,0.813825
49,1.00E-05,0.1,0.88,4.06E-08,0.08,275.4391261,0.6576375,0.813825
50,1.00E-05,0.28,0.8,1.00E-09,0.02,275.530773,0.7754875,0.813825
51,1.00E-05,0.1,0.88,8.02E-08,0.02,275.7151367,0.775375,0.813825
52,0.020008,0.46,0.92,6.04E-08,0.08,275.6186725,0.7562625,0.813825
53,0.040006,0.28,0.92,1.00E-09,0.04,273.8984054,0.3611125,0.813825
54,1.00E-05,0.64,0.84,1.00E-09,0.06,277.4217128,0.6786625,0.813825
55,1.00E-05,0.46,0.92,6.04E-08,0.06,277.7706307,0.6772875,0.813825
56,0.080002,0.46,0.92,4.06E-08,0.06,271.0220349,0.260725,0.813825
57,0.080002,0.46,0.8,1.00E-09,0,262.3421767,0.1768125,0.813825
58,1.00E-05,0.28,0.8,6.04E-08,0.06,277.1172737,0.6779125,0.813825
59,0.060004,0.82,0.8,2.08E-08,0.08,276.1647253,0.4707875,0.813825
60,1.00E-05,0.46,0.96,8.02E-08,0.02,275.9716542,0.7762125,0.813825
61,1.00E-05,0.1,0.84,2.08E-08,0,270.6589349,0.8134625,0.813825
62,1.00E-05,0.64,0.96,1.00E-09,0.06,277.458084,0.67755,0.813825
63,0.040006,0.82,0.88,2.08E-08,0,267.8457979,0.1781375,0.813825
bayesian_uniform,,,,,,,,
0,0.005245836,0.17846801,0.881448353,1.17E-08,0.090119888,274.4776368,0.6637,0.6637
1,0.070897203,0.705366244,0.86447989,1.21E-08,0.055523268,283.190191,0.56775,0.6637
2,0.08896371,0.153907713,0.993885034,4.18E-08,0.004837757,275.2441455,0.205875,0.6637
3,0.00433788,0.453515814,0.807954195,2.02E-08,0.087351727,281.2141022,0.6630125,0.6637
4,0.015776989,0.981802474,0.852574837,1.87E-08,0.097497957,281.8667864,0.6384625,0.6637
5,0.00739508,0.138867336,0.811407576,5.25E-08,0.099606946,282.3615445,0.6460125,0.6637
6,0.00352374,0.726793434,0.997336392,2.73E-08,0.098762592,282.8578869,0.656575,0.6637
7,0.003009476,0.321227351,0.997122794,5.58E-08,0.0997316,282.9208832,0.6735875,0.6735875
8,0.001103002,0.959729742,0.866572344,6.63E-08,0.002431715,282.5556456,0.8397125,0.8397125
9,0.003946101,0.968212026,0.87700752,8.44E-08,0.001727682,282.3795529,0.83435,0.8397125
10,0.005903899,0.993473595,0.819916394,2.69E-08,0.001824272,284.3242572,0.8290375,0.8397125
11,0.001299717,0.861565096,0.851320653,9.30E-08,0.001312292,284.0057861,0.8409875,0.8409875
12,0.000116691,0.875100322,0.902174731,5.51E-09,0.002499524,283.3580109,0.8413875,0.8413875
13,0.006794514,0.951317515,0.98147124,5.16E-08,0.001189044,283.1138802,0.8283625,0.8413875
14,0.001419261,0.119091912,0.999394083,3.81E-09,0.097438508,283.5178512,0.651725,0.8413875
15,0.000715954,0.638803449,0.84630305,5.28E-08,0.002898447,283.9666626,0.8283,0.8413875
16,0.001194994,0.715562581,0.912348786,6.47E-08,0.000431808,282.1246103,0.8338,0.8413875
17,8.35E-05,0.939127909,0.906599048,8.52E-08,0.000400415,283.477899,0.844725,0.844725
18,0.000354223,0.256070447,0.818212247,9.04E-08,0.002618633,284.0098689,0.823875,0.844725
19,0.003493638,0.125556661,0.800034892,2.49E-08,0.00290862,282.06103,0.813075,0.844725
20,0.000382057,0.418414404,0.996926384,6.83E-08,0.006668968,282.9198502,0.8161625,0.844725
21,0.002877596,0.871679905,0.997899185,3.74E-08,0.0020968,282.0836308,0.83615,0.844725
22,0.001253212,0.990423634,0.988588321,9.70E-08,0.004692162,283.0485007,0.8345625,0.844725
23,0.094919891,0.999135834,0.966526897,4.06E-08,0.003856842,276.2032598,0.1939,0.844725
24,0.020523604,0.485601622,0.802469838,9.21E-08,0.002623748,280.3033396,0.341875,0.844725
25,0.034693209,0.781604059,0.950932694,4.64E-09,0.094903701,280.5991948,0.2506375,0.844725
26,5.78E-05,0.527774403,0.867030064,2.36E-08,0.052994675,274.7226134,0.75015,0.844725
27,0.056824456,0.937459356,0.816832951,6.82E-08,0.02975719,273.3769048,0.7371875,0.844725
28,0.088782064,0.694144388,0.988023402,5.97E-09,0.001714586,266.7845286,0.195025,0.844725
29,0.005378435,0.708235962,0.813302533,3.88E-08,0.09557,271.9304066,0.713,0.844725
30,0.01094929,0.145298274,0.899403395,7.45E-09,0.017089654,273.4961922,0.3745125,0.844725
31,0.097737289,0.493665409,0.889421721,4.55E-08,0.081770998,268.5914631,0.2437,0.844725
32,0.087948182,0.803044389,0.8570107,8.05E-08,0.005679589,268.3347348,0.212225,0.844725
33,0.068078135,0.726231113,0.830227616,2.46E-08,0.078025132,272.7746294,0.468325,0.844725
34,0.016732384,0.912992362,0.876348474,7.87E-08,0.044396077,274.4470382,0.661375,0.844725
35,0.000111661,0.195028842,0.851387684,9.18E-08,0.087479988,274.3323424,0.68765,0.844725
36,0.074054174,0.482842155,0.955098818,4.92E-08,0.078289611,269.9196733,0.34955,0.844725
37,0.03937768,0.495804698,0.95258671,9.30E-08,0.007224864,269.7372269,0.1987,0.844725
38,0.004424757,0.74142743,0.812015627,2.81E-08,0.051479762,274.5193183,0.7490125,0.844725
39,0.000522162,0.651146974,0.917639344,9.60E-08,0.089322751,276.3983483,0.6547,0.844725
40,0.015442595,0.964315611,0.801371096,7.10E-08,0.079618091,273.3905815,0.69795,0.844725
41,0.092776636,0.205745247,0.940547844,5.64E-08,0.099414518,269.2872526,0.2077875,0.844725
42,0.08689314,0.104511311,0.961533549,7.40E-08,0.092656873,267.646935,0.2050625,0.844725
43,0.003301034,0.111200857,0.836622099,7.43E-08,0.000679656,274.8812433,0.757975,0.844725
44,0.003255901,0.970679893,0.99319052,5.61E-08,0.090835582,275.3640584,0.6471625,0.844725
45,0.097302924,0.409544206,0.997050143,2.81E-08,0.049187452,271.6616478,0.2571,0.844725
46,0.02083308,0.987367395,0.85548061,9.85E-08,0.005255463,275.706764,0.807975,0.844725
47,0.00318694,0.68609767,0.993763039,5.94E-08,0.010047061,274.4868499,0.810325,0.844725
48,0.00033978,0.986184909,0.991827663,2.88E-08,0.001599131,274.6629351,0.8433,0.844725
49,0.039055564,0.99826867,0.805679263,6.14E-08,0.025270447,272.3489089,0.77115,0.844725
50,0.002187851,0.979336069,0.815651247,1.03E-08,0.095094544,275.5597304,0.6431375,0.844725
51,0.000389119,0.231724363,0.96206934,2.77E-08,0.002634174,274.3455723,0.822875,0.844725
52,0.000646725,0.639452087,0.994635036,9.69E-08,0.006988611,273.586889,0.819275,0.844725
53,0.058762738,0.997090092,0.81296773,4.89E-08,0.056278622,271.8684492,0.734275,0.844725
54,0.000407334,0.740174222,0.803370717,2.04E-08,0.019600095,274.2748268,0.8102,0.844725
55,0.000116427,0.748575168,0.883595354,1.90E-08,0.001087088,272.8440506,0.84245,0.844725
56,6.77E-05,0.107679483,0.905568992,3.46E-08,0.094817557,272.6270219,0.6430125,0.844725
57,0.000428341,0.847446124,0.97323857,7.64E-08,0.00196738,273.6877161,0.840875,0.844725
58,0.004265182,0.125647257,0.993259596,9.05E-08,0.010811395,274.2414592,0.794175,0.844725
59,0.000631008,0.761952159,0.998406481,5.82E-08,0.028601035,273.5380277,0.79225,0.844725
60,0.00056302,0.786581583,0.996711067,4.36E-08,0.004178777,274.5518257,0.8361375,0.844725
61,0.002222322,0.100911099,0.996454012,7.67E-08,0.002224949,273.9527,0.8029875,0.844725
62,0.002283684,0.219592093,0.993672314,2.88E-08,0.021708022,275.1411113,0.7625125,0.844725
63,0.082177816,0.246712536,0.993578652,7.89E-08,0.091005042,269.19879,0.2863125,0.844725
SimpleCNN,,,,,,,,
random_uniform,,,,,,,,
0,0.003824985,0.582581836,0.86643954,8.54E-08,0.01596624,1192.911678,0.429525,0.429525
1,0.008770474,0.637839518,0.813975392,3.22E-08,0.044832171,1158.178256,0.1,0.429525
2,0.091115943,0.616067277,0.853064341,8.39E-08,0.076879475,1153.533687,0.1,0.429525
3,0.080935759,0.383736837,0.87964763,7.72E-08,0.051275213,1162.240996,0.1,0.429525
4,0.066850337,0.437069469,0.806368261,7.57E-08,0.018146492,1170.086016,0.0999875,0.429525
5,0.039125419,0.1659617,0.891353414,5.77E-08,0.03361061,1167.666643,0.1,0.429525
6,0.022920685,0.578797742,0.94473267,9.10E-08,0.063880084,1162.136097,0.1,0.429525
7,0.017767197,0.992761996,0.888899984,7.54E-08,0.004412986,1176.004318,0.7097,0.7097
8,0.043432516,0.478321585,0.821724167,7.20E-09,0.035506145,1169.698316,0.1,0.7097
9,0.069423649,0.46378654,0.997069635,2.70E-08,0.047251074,1166.143193,0.1,0.7097
10,0.088389175,0.477134037,0.943543582,6.82E-08,0.037210962,1160.136441,0.1,0.7097
11,0.053758262,0.23152531,0.931186343,9.17E-08,0.077613297,1167.339637,0.1,0.7097
12,0.080229642,0.447621547,0.812411153,1.45E-08,0.066844714,1162.490784,0.1,0.7097
13,0.03038754,0.811998242,0.805651607,5.26E-08,0.087139467,1175.779895,0.177725,0.7097
14,0.089344422,0.406072766,0.854350278,5.11E-08,0.020327205,1168.176644,0.1,0.7097
15,0.019957939,0.995738512,0.97816174,2.02E-08,0.056462449,1187.956914,0.7989375,0.7989375
16,0.080903853,0.580765072,0.957216011,4.89E-08,0.073056033,1160.993034,0.1,0.7989375
17,0.039587373,0.301734826,0.900251511,1.35E-08,0.063478275,1166.12482,0.1,0.7989375
18,0.012240409,0.147191834,0.972329415,3.68E-08,0.066894729,1174.150299,0.1,0.7989375
19,0.082049608,0.262608448,0.995446089,7.18E-09,0.041472736,1168.767251,0.1,0.7989375
20,0.092169068,0.210094112,0.853083213,8.22E-08,0.032223401,1169.660054,0.1,0.7989375
21,0.096312827,0.392225621,0.929367167,2.73E-08,0.043922166,1165.385947,0.1,0.7989375
22,0.027509377,0.959369167,0.836441167,2.97E-09,0.066020466,1163.362436,0.181475,0.7989375
23,0.087048021,0.902379366,0.844171401,8.65E-08,0.046340632,1163.947206,0.1741125,0.7989375
24,0.098131543,0.388561029,0.877300175,6.91E-08,0.006263564,1164.297515,0.1,0.7989375
25,0.049686001,0.248292585,0.809324214,5.30E-08,0.076385668,1160.628899,0.1,0.7989375
26,0.028251878,0.182942855,0.888542483,5.50E-08,0.027929937,1166.445773,0.1,0.7989375
27,0.079153864,0.199853244,0.914001528,7.64E-08,0.043601173,1169.248673,0.1,0.7989375
28,0.00376529,0.919021717,0.814687984,9.28E-08,0.001095613,1199.474619,0.8879,0.8879
29,0.087914328,0.492097456,0.858276634,1.94E-08,0.011271949,1165.94306,0.1,0.8879
30,0.015295939,0.30244058,0.844409937,6.66E-08,0.043460321,1162.311077,0.1,0.8879
31,0.013930873,0.758098769,0.982525484,1.35E-08,0.046010439,1169.135464,0.1,0.8879
32,0.021345211,0.942955899,0.821145389,8.31E-08,0.075300974,1181.67653,0.7598,0.8879
33,0.017987867,0.213532274,0.895032832,8.53E-08,0.00053153,1172.461174,0.1,0.8879
34,0.093696634,0.695175069,0.811925094,1.60E-08,0.046133459,1154.074106,0.1,0.8879
35,0.081692554,0.311619732,0.88626017,6.75E-08,0.008940307,1170.354633,0.1,0.8879
36,0.005804934,0.158142655,0.984955524,2.95E-08,0.012511442,1192.577336,0.5003875,0.8879
37,0.085315018,0.336936319,0.884174407,9.85E-08,0.036774487,1167.562026,0.1,0.8879
38,0.069026293,0.102957885,0.870108476,7.61E-08,0.064660404,1164.469341,0.1,0.8879
39,0.05963702,0.771018747,0.839745092,6.39E-08,0.007060848,1165.898321,0.1,0.8879
40,0.098309961,0.247020127,0.805342965,7.31E-08,0.076437251,1161.242819,0.1,0.8879
41,0.099991335,0.644223952,0.854090068,8.94E-08,0.007359213,1163.607228,0.1,0.8879
42,0.051946757,0.598344952,0.823875603,5.40E-08,0.097516117,1161.217739,0.1,0.8879
43,0.043956385,0.311479353,0.818713803,1.22E-08,0.010092621,1175.587369,0.1,0.8879
44,0.067412072,0.83825196,0.826460848,1.03E-09,0.020965585,1162.020012,0.1,0.8879
45,0.026675522,0.251333229,0.976787931,8.30E-08,0.006491853,1173.797051,0.1,0.8879
46,0.054364297,0.269195856,0.862066494,6.01E-08,0.078428632,1161.373773,0.1,0.8879
47,0.042703317,0.547744598,0.884544416,8.67E-08,0.080063508,1163.758801,0.1,0.8879
48,0.057833261,0.270837586,0.913868802,8.19E-08,0.043402704,1166.981047,0.1,0.8879
49,0.004282746,0.581439888,0.862291771,4.09E-09,0.067520735,1180.856426,0.1840375,0.8879
50,0.079719252,0.894657056,0.923052966,3.40E-08,0.01824404,1166.195818,0.1,0.8879
51,0.015232138,0.822604862,0.82718772,7.09E-08,0.05837294,1186.038479,0.1,0.8879
52,0.052918694,0.694736062,0.90994857,9.91E-08,0.092503867,1165.731726,0.1,0.8879
53,0.06006617,0.508641678,0.931049236,6.31E-08,0.082767776,1160.081267,0.1,0.8879
54,0.02842882,0.584654622,0.912534839,5.91E-08,0.078609649,1167.438755,0.1,0.8879
55,0.037251448,0.47923749,0.835440457,1.14E-08,0.065730788,1166.613609,0.1,0.8879
56,0.076356186,0.539300004,0.90513653,2.39E-08,0.062713615,1169.993644,0.1,0.8879
57,0.090264778,0.787085857,0.994017172,3.44E-08,0.048088838,1157.387502,0.1,0.8879
58,0.014379721,0.939964941,0.82806063,8.09E-08,0.016724056,1203.570082,0.835575,0.8879
59,0.095281819,0.264382531,0.996591332,5.05E-08,0.000524097,1167.37438,0.1,0.8879
60,0.042693424,0.863790539,0.894476246,3.25E-08,0.06378692,1162.411063,0.1,0.8879
61,0.003810206,0.974637597,0.87302751,7.81E-08,0.09706255,1200.765985,0.7829375,0.8879
62,0.06952183,0.699016071,0.806532254,1.35E-08,0.044878499,1163.083311,0.1,0.8879
63,0.064906219,0.212531008,0.990896605,3.63E-08,0.031076037,1176.43811,0.1,0.8879
grid,,,,,,,,
0,0.080002,0.64,0.8,1.00E-09,0.06,1168.611762,0.1,0.1
1,1.00E-05,0.64,0.88,6.04E-08,0.06,1212.769905,0.7727875,0.7727875
2,0.040006,0.28,0.84,4.06E-08,0.08,1175.018176,0.1,0.7727875
3,0.020008,0.28,0.84,2.08E-08,0.08,1171.114312,0.1,0.7727875
4,0.080002,0.28,0.8,1.00E-09,0,1184.374923,0.1,0.7727875
5,0.020008,0.64,0.84,8.02E-08,0.02,1185.182069,0.1,0.7727875
6,0.080002,0.28,0.88,4.06E-08,0.06,1181.710013,0.1,0.7727875
7,0.040006,0.46,0.84,6.04E-08,0.06,1182.269776,0.1,0.7727875
8,0.060004,0.1,0.96,4.06E-08,0.04,1190.877981,0.1,0.7727875
9,1.00E-05,0.64,0.84,8.02E-08,0.04,1218.993777,0.7906375,0.7906375
10,0.060004,0.46,0.84,8.02E-08,0,1200.493365,0.6511625,0.7906375
11,1.00E-05,0.64,0.96,4.06E-08,0.08,1220.731085,0.76135,0.7906375
12,0.040006,0.82,0.84,4.06E-08,0.02,1192.559325,0.1,0.7906375
13,0.040006,0.64,0.92,2.08E-08,0,1207.680548,0.8563625,0.8563625
14,0.020008,0.28,0.8,4.06E-08,0,1200.53217,0.1942875,0.8563625
15,1.00E-05,0.82,0.8,2.08E-08,0.04,1217.990133,0.7935,0.8563625
16,0.020008,0.82,0.8,1.00E-09,0.02,1163.651135,0.1,0.8563625
17,0.020008,0.82,0.92,4.06E-08,0.02,1161.557843,0.1,0.8563625
18,0.040006,0.82,0.84,6.04E-08,0.06,1148.831119,0.1,0.8563625
19,0.060004,0.46,0.8,1.00E-09,0.02,1153.256926,0.1,0.8563625
20,0.080002,0.82,0.8,1.00E-09,0.08,1135.39303,0.1,0.8563625
21,0.040006,0.82,0.88,1.00E-09,0,1159.983581,0.7426125,0.8563625
22,0.020008,0.1,0.88,8.02E-08,0.02,1144.811136,0.1,0.8563625
23,0.060004,0.82,0.88,4.06E-08,0.02,1142.10418,0.1,0.8563625
24,0.060004,0.1,0.88,1.00E-09,0.06,1151.856532,0.1,0.8563625
25,1.00E-05,0.28,0.88,4.06E-08,0,1176.058437,0.8311,0.8563625
26,0.060004,0.1,0.88,8.02E-08,0.08,1143.450871,0.1,0.8563625
27,0.060004,0.1,0.84,6.04E-08,0.04,1147.469666,0.1,0.8563625
28,0.060004,0.82,0.8,4.06E-08,0.04,1137.072248,0.1,0.8563625
29,0.040006,0.28,0.8,8.02E-08,0.08,1140.983069,0.1,0.8563625
30,0.060004,0.28,0.84,2.08E-08,0.02,1150.655447,0.1,0.8563625
31,0.040006,0.28,0.88,2.08E-08,0.02,1152.332517,0.1,0.8563625
32,0.040006,0.46,0.92,2.08E-08,0.02,1148.800438,0.1,0.8563625
33,0.060004,0.64,0.88,2.08E-08,0.02,1149.060759,0.1,0.8563625
34,1.00E-05,0.28,0.84,6.04E-08,0.06,1181.165215,0.7722,0.8563625
35,0.060004,0.1,0.84,1.00E-09,0.04,1146.406889,0.1,0.8563625
36,0.020008,0.82,0.96,1.00E-09,0.08,1169.138662,0.1832625,0.8563625
37,0.020008,0.1,0.8,2.08E-08,0.06,1137.689901,0.1,0.8563625
38,0.020008,0.64,0.96,4.06E-08,0.04,1143.759785,0.1,0.8563625
39,0.020008,0.1,0.96,1.00E-09,0.02,1146.36327,0.1,0.8563625
40,1.00E-05,0.28,0.84,4.06E-08,0.08,1182.159668,0.757375,0.8563625
41,0.080002,0.28,0.92,4.06E-08,0.06,1143.025149,0.1,0.8563625
42,0.020008,0.82,0.8,2.08E-08,0.06,1165.057709,0.1,0.8563625
43,0.040006,0.64,0.92,1.00E-09,0.08,1145.363029,0.1,0.8563625
44,1.00E-05,0.28,0.84,4.06E-08,0.04,1183.975542,0.7898,0.8563625
45,0.040006,0.82,0.96,4.06E-08,0,1162.499938,0.75505,0.8563625
46,0.040006,0.1,0.8,1.00E-09,0,1167.676532,0.2851,0.8563625
47,0.080002,0.28,0.96,8.02E-08,0.02,1151.361851,0.1,0.8563625
48,1.00E-05,0.82,0.92,1.00E-09,0.06,1183.760353,0.77655,0.8563625
49,0.060004,0.46,0.84,6.04E-08,0.08,1140.707468,0.1,0.8563625
50,1.00E-05,0.64,0.92,1.00E-09,0.08,1183.640657,0.75725,0.8563625
51,0.040006,0.28,0.84,6.04E-08,0.06,1150.431546,0.1,0.8563625
52,1.00E-05,0.1,0.96,4.06E-08,0.02,1185.232899,0.8132,0.8563625
53,1.00E-05,0.82,0.92,6.04E-08,0,1181.666088,0.83125,0.8563625
54,0.020008,0.46,0.8,2.08E-08,0.02,1149.315206,0.1,0.8563625
55,0.060004,0.64,0.84,2.08E-08,0.04,1148.1384,0.1,0.8563625
56,1.00E-05,0.46,0.88,2.08E-08,0.06,1185.587983,0.774825,0.8563625
57,0.020008,0.1,0.84,8.02E-08,0.02,1148.928583,0.1,0.8563625
58,0.060004,0.28,0.84,2.08E-08,0.06,1150.54066,0.1,0.8563625
59,0.060004,0.82,0.84,2.08E-08,0.02,1148.686371,0.1,0.8563625
60,1.00E-05,0.46,0.88,4.06E-08,0.04,1184.417487,0.7912125,0.8563625
61,1.00E-05,0.28,0.92,8.02E-08,0.02,1187.223325,0.8134875,0.8563625
62,0.020008,0.1,0.88,2.08E-08,0.08,1144.145195,0.1,0.8563625
63,0.040006,0.46,0.84,8.02E-08,0,1173.967881,0.662025,0.8563625
bayesian_uniform,,,,,,,,
0,0.003824985,0.582581836,0.86643954,8.54E-08,0.01596624,1161.493423,0.4524125,0.4524125
1,0.096027474,0.102364823,0.98154126,6.27E-08,0.09759649,1166.147694,0.1,0.4524125
2,0.086562659,0.998706119,0.99817889,3.93E-09,0.08431571,1172.797652,0.4726875,0.4726875
3,0.00011909,0.983515916,0.802700917,9.12E-08,0.088015955,1206.866465,0.7837,0.7837
4,0.029309389,0.974686089,0.800672789,7.11E-08,0.007097349,1178.184256,0.5394625,0.7837
5,0.009970038,0.795346391,0.811401897,2.23E-08,0.098920901,1194.403531,0.1,0.7837
6,0.004312797,0.997168171,0.869449457,9.26E-09,0.065913347,1205.392901,0.8014125,0.8014125
7,0.045931965,0.109832229,0.944625167,9.54E-08,0.017547244,1178.634031,0.1,0.8014125
8,0.090864531,0.355510554,0.986393439,8.87E-08,0.002979434,1175.895776,0.1,0.8014125
9,0.002570425,0.273863407,0.980211446,3.59E-08,0.096723778,1190.088418,0.1,0.8014125
10,0.002660035,0.287727646,0.808744423,8.50E-08,0.015417393,1200.906292,0.460775,0.8014125
11,0.016859608,0.999580372,0.994323679,7.62E-08,0.099340747,1201.520278,0.7638875,0.8014125
12,0.002936676,0.99707279,0.950236104,8.90E-08,0.037502813,1209.135639,0.844975,0.844975
13,0.000403243,0.985543934,0.975039569,9.12E-08,0.003446046,1210.32181,0.8803375,0.8803375
14,1.60E-05,0.981204387,0.865549259,8.14E-08,0.003087995,1209.538136,0.84535,0.8803375
15,0.000427314,0.995463525,0.994605033,5.36E-08,0.027709197,1209.813499,0.85825,0.8803375
16,0.011104898,0.992414387,0.971056444,3.27E-08,0.001532933,1197.458158,0.855775,0.8803375
17,0.006779161,0.102839957,0.818760518,9.26E-08,0.091433125,1177.623658,0.1,0.8803375
18,0.009350124,0.774640767,0.863082605,5.39E-08,0.073955658,1179.791737,0.1,0.8803375
19,0.003140964,0.989856237,0.961094332,6.24E-08,0.000353332,1208.347657,0.8876375,0.8876375
20,0.024715116,0.471568778,0.933991656,3.00E-08,0.077180054,1169.271772,0.1,0.8876375
21,0.061511255,0.371921684,0.874438353,7.86E-09,0.013131745,1186.284552,0.1261375,0.8876375
22,0.009701348,0.3737662,0.802308169,3.78E-08,0.059755818,1183.815155,0.1,0.8876375
23,0.002567827,0.3925035,0.967385649,2.24E-08,2.80E-05,1216.183321,0.87015,0.8876375
24,0.008886947,0.417081642,0.996910528,5.56E-08,0.000611522,1194.916723,0.62775,0.8876375
25,0.000828745,0.406215236,0.867949532,5.80E-08,0.000508132,1210.765067,0.8644375,0.8876375
26,0.000942956,0.316145772,0.884893981,7.93E-08,0.006104972,1180.257824,0.8627875,0.8876375
27,0.000835278,0.360714595,0.87528516,5.43E-08,0.00054566,1182.364475,0.8676125,0.8876375
28,0.007599983,0.986063946,0.911393475,7.37E-08,0.098272106,1173.053746,0.7772875,0.8876375
29,0.004112152,0.318755994,0.955395631,3.69E-08,0.024919168,1164.535078,0.3608125,0.8876375
30,0.001627889,0.164130363,0.893062979,8.16E-08,0.027304505,1172.9091,0.4534125,0.8876375
31,0.0064586,0.625895558,0.960591753,7.16E-08,0.067860506,1148.901524,0.1,0.8876375
32,0.064388526,0.136724625,0.884703545,3.79E-08,0.03706027,1148.468636,0.1,0.8876375
33,0.095518529,0.173802278,0.94969295,4.77E-08,0.001109131,1146.977434,0.1,0.8876375
34,0.085936984,0.598549871,0.952633921,6.34E-08,0.017710396,1139.029173,0.1,0.8876375
35,0.000996365,0.448149092,0.90432319,5.95E-08,0.018718701,1182.248371,0.848875,0.8876375
36,0.063628585,0.133938214,0.910963635,6.04E-08,0.099814659,1146.671968,0.1,0.8876375
37,0.002824999,0.351287938,0.915833293,2.93E-09,0.000399812,1182.466283,0.8535125,0.8876375
38,0.098203483,0.463977598,0.949278029,1.74E-08,0.000937459,1147.231538,0.1,0.8876375
39,0.074982901,0.549228198,0.818811753,1.26E-08,0.03378666,1150.255632,0.1,0.8876375
40,8.57E-05,0.199798131,0.89082879,8.83E-08,0.086518149,1184.352005,0.7828375,0.8876375
41,0.077209891,0.993846787,0.999299141,2.18E-08,0.020558431,1157.34314,0.751425,0.8876375
42,0.098778799,0.874075248,0.949513905,2.81E-08,0.095706852,1137.289015,0.1,0.8876375
43,0.089188005,0.76141245,0.999218514,8.23E-08,0.085686619,1139.04611,0.1,0.8876375
44,0.001963804,0.987617209,0.806507689,6.83E-08,0.069516812,1186.223828,0.80365,0.8876375
45,0.007704382,0.993552407,0.994314412,2.93E-08,0.001344049,1180.396943,0.8809625,0.8876375
46,0.099623341,0.105507422,0.999243586,5.93E-08,0.035355036,1154.632336,0.1,0.8876375
47,0.000504056,0.492729766,0.927237115,2.83E-08,0.003447338,1190.097419,0.8643625,0.8876375
48,0.005046597,0.152470871,0.89176995,5.25E-08,0.099223764,1150.154546,0.1,0.8876375
49,0.006578319,0.350833942,0.880874572,8.44E-09,0.091612966,1164.428167,0.1126,0.8876375
50,0.071350039,0.876397163,0.906658176,5.93E-08,0.034200984,1142.689054,0.1,0.8876375
51,0.07215744,0.409857168,0.956910053,2.43E-08,0.059431406,1146.618122,0.1,0.8876375
52,0.002694982,0.965749626,0.824866384,3.48E-08,0.085407691,1181.959028,0.7897625,0.8876375
53,0.004811461,0.300075175,0.901992554,2.25E-08,0.070879999,1167.673361,0.1,0.8876375
54,0.037328017,0.350202773,0.992695966,1.90E-08,0.00103897,1166.826972,0.1,0.8876375
55,0.055265782,0.795638605,0.801455038,2.12E-08,0.09954024,1129.46415,0.1,0.8876375
56,0.065862234,0.139025471,0.846039049,6.48E-08,0.048039771,1153.308188,0.1,0.8876375
57,0.029512228,0.651062166,0.974937111,2.58E-08,0.091162004,1147.860892,0.1,0.8876375
58,0.090229502,0.596411129,0.895586659,9.18E-08,0.048624507,1147.0087,0.1,0.8876375
59,0.035741478,0.929581329,0.864391911,9.72E-08,0.00746676,1148.908549,0.18755,0.8876375
60,0.079410367,0.456357016,0.970566135,7.44E-08,0.097178432,1141.470054,0.1,0.8876375
61,0.034507173,0.985275433,0.90772841,7.86E-08,0.018231604,1154.134052,0.45135,0.8876375
62,0.066483996,0.529287895,0.999781312,4.85E-08,0.092420888,1145.034739,0.1,0.8876375
63,0.097648099,0.137086465,0.889896335,2.11E-08,0.033914343,1153.422659,0.1,0.8876375
