nr,lr,b1,b2,energy,,,accuracy,best_acc
DensePolyNN,,,,,,,,
random_uniform,,,,,,,,
45,0.001851601,0.975144341,0.8410615,265.6050488,,,0.836425,0.84525
46,0.002489667,0.757681188,0.998516556,263.7751609,,,0.838375,0.84525
47,0.000143389,0.996970543,0.828389224,265.5001994,,,0.84535,0.84535
48,0.00114456,0.986938982,0.994603016,263.8398291,,,0.8377625,0.84535
49,5.06E-05,0.512909691,0.885854069,264.675541,,,0.843525,0.84535
50,0.001258554,0.947416547,0.996657515,264.6703599,,,0.82905,0.84535
51,0.00052287,0.130028683,0.810766831,264.6802364,,,0.843225,0.84535
52,0.000564346,0.548042632,0.866459206,263.5549437,,,0.839625,0.84535
53,0.000601983,0.758202809,0.998855794,265.3558175,,,0.842975,0.84535
54,0.007649011,0.580841466,0.99903171,265.2860372,,,0.6768625,0.84535
55,0.09564375,0.532870092,0.995639556,260.0927673,,,0.2046625,0.84535
56,0.00062334,0.100812591,0.912791861,267.0838766,,,0.8423,0.84535
57,0.000537829,0.989155438,0.8899212,264.3424515,,,0.841775,0.84535
58,0.000479857,0.983250122,0.945593895,266.6663158,,,0.843525,0.84535
59,0.002281535,0.102252375,0.954679407,267.9047905,,,0.8242125,0.84535
60,0.000989145,0.81428594,0.995390433,265.0289261,,,0.843825,0.84535
61,0.000513094,0.122702658,0.95308496,265.9844077,,,0.84325,0.84535
62,0.000381495,0.620860268,0.989286443,267.3524691,,,0.841375,0.84535
63,0.000657583,0.651748732,0.984624028,267.4996961,,,0.84095,0.84535
SimpleCNN,,,,,,,,
random_uniform,,,,,,,,
0,0.096645689,0.496659339,0.801498294,1078.379553,,,0.1,0.1
1,0.067159633,0.175544404,0.953296187,1156.340794,,,0.276725,0.276725
2,0.034615436,0.660953328,0.923163139,1178.182958,,,0.8550875,0.8550875
3,0.001471732,0.538076387,0.992980312,1187.037461,,,0.87445,0.87445
4,0.06015033,0.180035947,0.915800537,1156.900193,,,0.1887,0.87445
5,0.048108827,0.419715233,0.849830424,1173.614574,,,0.745325,0.87445
6,0.001939764,0.557291733,0.801156048,1185.060904,,,0.8719125,0.87445
7,0.005426978,0.628775657,0.832800645,1185.168632,,,0.874275,0.87445
8,0.077100287,0.96123981,0.828245553,1142.975816,,,0.1,0.87445
9,0.080653185,0.259608732,0.830914103,1151.061545,,,0.1,0.87445
10,0.00411587,0.447565176,0.86991846,1184.894547,,,0.8733625,0.87445
11,0.0782912,0.523756113,0.963468801,1155.680428,,,0.2708875,0.87445
12,0.081475969,0.366111024,0.824775335,1154.291562,,,0.2168,0.87445
13,0.052984616,0.846479045,0.897040231,1149.296148,,,0.2721875,0.87445
14,0.034541439,0.732393054,0.961988117,1174.469932,,,0.8490625,0.87445
15,0.015493101,0.856431249,0.944025596,1182.783829,,,0.8773125,0.8773125
16,0.039530353,0.142961766,0.857226701,1172.051677,,,0.3713375,0.8773125
17,0.093283236,0.729448561,0.863397205,1144.814765,,,0.1838375,0.8773125
18,0.007309235,0.483673832,0.840379355,1170.444321,,,0.790475,0.8773125
19,0.050056774,0.836678394,0.872250903,1145.79907,,,0.18205,0.8773125
20,0.017477245,0.62606063,0.860355412,1182.667783,,,0.869075,0.8773125
21,0.077334787,0.594127605,0.866751603,1153.147159,,,0.271725,0.8773125
22,0.084235462,0.162774807,0.865057041,1150.042568,,,0.1,0.8773125
23,0.075793298,0.233446536,0.843406738,1154.880063,,,0.1865625,0.8773125
24,0.082285464,0.443080979,0.974857156,1153.990099,,,0.269875,0.8773125
25,0.042209466,0.716743081,0.969381769,1168.13803,,,0.8212625,0.8773125
26,0.041031699,0.872041924,0.855348506,1149.909623,,,0.273475,0.8773125
27,0.071626501,0.628758564,0.810499791,1161.788935,,,0.5318,0.8773125
28,0.016540417,0.377125447,0.814665259,1173.587388,,,0.572725,0.8773125
29,0.04796399,0.460460679,0.895592396,1175.540593,,,0.8425,0.8773125
30,0.020614737,0.566977894,0.985934537,1182.620434,,,0.860225,0.8773125
31,0.080136503,0.752995341,0.932141407,1148.676738,,,0.1820625,0.8773125
32,0.006528622,0.226015892,0.981072034,1173.669451,,,0.8134,0.8773125
33,0.099567838,0.368757549,0.937211303,1150.930911,,,0.1805875,0.8773125
34,0.019464687,0.832855924,0.855806932,1181.97733,,,0.8773375,0.8773375
35,0.033430144,0.388955064,0.85350076,1177.038464,,,0.7535375,0.8773375
36,0.08241561,0.331435547,0.827416661,1155.934719,,,0.187275,0.8773375
37,0.097381731,0.699939783,0.998132085,1145.303235,,,0.1,0.8773375
38,0.006908995,0.783622712,0.861032305,1182.996343,,,0.879325,0.879325
39,0.050442584,0.687827623,0.962191665,1164.918173,,,0.8217125,0.879325
40,0.016261804,0.549474426,0.988009615,1183.20824,,,0.8684,0.879325
41,0.061989983,0.230978714,0.989798192,1159.948971,,,0.1883375,0.879325
42,0.050505311,0.796103536,0.970635463,1161.674252,,,0.7055875,0.879325
43,0.053512772,0.639279244,0.889267552,1164.443644,,,0.6290125,0.879325
44,0.067590193,0.897679989,0.92080845,1142.891911,,,0.1,0.879325
45,0.034625171,0.945657859,0.937810459,1146.490738,,,0.1879625,0.879325
46,0.044813084,0.172160125,0.85863281,1171.268024,,,0.37535,0.879325
47,0.065082383,0.723760956,0.958894016,1157.337086,,,0.440825,0.879325
48,0.017413203,0.675482039,0.842454144,1184.562652,,,0.867075,0.879325
49,0.073067398,0.551670024,0.826500085,1154.040097,,,0.277275,0.879325
50,0.091399677,0.521242953,0.919551947,1153.633203,,,0.185725,0.879325
51,0.02342467,0.1078706,0.862549872,1178.076115,,,0.38315,0.879325
52,0.08650905,0.58058982,0.918713046,1144.173584,,,0.0999875,0.879325
53,0.092661431,0.740928762,0.928536721,1144.234134,,,0.1,0.879325
54,0.096715217,0.589202421,0.881721986,1155.086322,,,0.2645875,0.879325
55,0.017432919,0.951363382,0.917271623,1174.503596,,,0.86295,0.879325
56,0.058724865,0.845266249,0.902866854,1144.772467,,,0.1,0.879325
57,0.010267357,0.707502234,0.970055849,1186.423629,,,0.862125,0.879325
58,0.048815656,0.591719599,0.826367734,1168.707841,,,0.821825,0.879325
59,0.03353744,0.960950707,0.942300471,1144.473358,,,0.1,0.879325
60,0.047297718,0.938020625,0.985804314,1144.972332,,,0.1,0.879325
61,0.053921569,0.990632837,0.817174459,1142.606517,,,0.1,0.879325
62,0.037781759,0.725421834,0.839918991,1173.526003,,,0.83905,0.879325
63,0.00998404,0.15012093,0.935929157,1154.787193,,,0.1,0.879325
grid,,,,,,,,
0,0.080002,0.64,0.8,1152.685247,,,0.270325,0.270325
1,0.060004,0.82,0.8,1148.461628,,,0.1,0.270325
2,0.080002,0.1,0.96,1162.59447,,,0.1,0.270325
3,1.00E-05,0.64,0.84,1192.91908,,,0.8313125,0.8313125
4,1.00E-05,0.64,0.88,1191.750434,,,0.8313125,0.8313125
5,0.020008,0.64,0.88,1191.15876,,,0.8580125,0.8580125
6,0.040006,0.46,0.8,1182.986859,,,0.6575375,0.8580125
7,0.040006,0.46,0.92,1187.670769,,,0.8394125,0.8580125
8,0.080002,0.64,0.88,1161.741374,,,0.339175,0.8580125
9,0.040006,0.64,0.92,1184.034111,,,0.8444125,0.8580125
10,0.020008,0.82,0.8,1187.620448,,,0.8742125,0.8742125
11,1.00E-05,0.28,0.88,1191.867565,,,0.8356875,0.8742125
12,0.020008,0.46,0.92,1187.239984,,,0.6668375,0.8742125
13,0.060004,0.1,0.96,1163.338901,,,0.1,0.8742125
14,0.080002,0.28,0.96,1155.998471,,,0.1,0.8742125
15,1.00E-05,0.82,0.88,1190.370175,,,0.829375,0.8742125
16,0.040006,0.1,0.92,1178.058817,,,0.3721625,0.8742125
17,0.040006,0.64,0.8,1183.440593,,,0.8455,0.8742125
18,0.020008,0.1,0.84,1169.474658,,,0.1,0.8742125
19,0.020008,0.82,0.84,1187.644729,,,0.8753625,0.8753625
20,0.020008,0.28,0.8,1174.596612,,,0.2898375,0.8753625
21,0.060004,0.82,0.96,1150.871226,,,0.1,0.8753625
22,0.060004,0.64,0.96,1167.728747,,,0.4471625,0.8753625
23,1.00E-05,0.82,0.96,1192.405709,,,0.8295625,0.8753625
24,0.080002,0.28,0.84,1159.53947,,,0.1,0.8753625
25,1.00E-05,0.46,0.88,1190.861939,,,0.829925,0.8753625
26,0.020008,0.1,0.8,1171.561731,,,0.1,0.8753625
27,0.040006,0.1,0.96,1180.651214,,,0.287425,0.8753625
28,0.060004,0.46,0.92,1171.981106,,,0.457125,0.8753625
29,0.080002,0.64,0.96,1150.301661,,,0.18455,0.8753625
30,0.020008,0.28,0.88,1170.359656,,,0.2902125,0.8753625
31,0.080002,0.82,0.8,1138.603565,,,0.1,0.8753625
32,1.00E-05,0.28,0.92,1180.932904,,,0.827775,0.8753625
33,0.040006,0.28,0.92,1186.413315,,,0.378875,0.8753625
34,0.020008,0.46,0.96,1191.123706,,,0.7520625,0.8753625
35,0.020008,0.64,0.8,1193.550784,,,0.8540125,0.8753625
36,0.080002,0.82,0.92,1153.315743,,,0.1,0.8753625
37,1.00E-05,0.46,0.84,1194.716125,,,0.82795,0.8753625
38,0.040006,0.46,0.96,1187.781067,,,0.8338875,0.8753625
39,0.020008,0.1,0.92,1175.915004,,,0.1863875,0.8753625
40,1.00E-05,0.1,0.96,1200.462504,,,0.8335625,0.8753625
41,0.080002,0.1,0.88,1164.832576,,,0.1,0.8753625
42,0.020008,0.46,0.84,1192.820156,,,0.57395,0.8753625
43,1.00E-05,0.28,0.84,1199.305732,,,0.8335125,0.8753625
44,0.020008,0.1,0.88,1178.654323,,,0.1,0.8753625
45,0.040006,0.1,0.8,1183.847936,,,0.191325,0.8753625
46,1.00E-05,0.46,0.8,1195.850464,,,0.8294,0.8753625
47,1.00E-05,0.28,0.96,1197.974534,,,0.8337125,0.8753625
48,0.080002,0.46,0.96,1168.142985,,,0.267925,0.8753625
49,0.040006,0.28,0.88,1189.776308,,,0.5630625,0.8753625
50,0.080002,0.1,0.8,1162.030206,,,0.1,0.8753625
51,0.080002,0.1,0.84,1168.482561,,,0.1,0.8753625
52,0.020008,0.64,0.84,1197.015069,,,0.86015,0.8753625
53,0.060004,0.64,0.88,1181.617086,,,0.716025,0.8753625
54,0.080002,0.28,0.88,1167.885012,,,0.270825,0.8753625
55,0.080002,0.28,0.92,1166.551328,,,0.1,0.8753625
56,1.00E-05,0.64,0.96,1200.680942,,,0.8264375,0.8753625
57,0.020008,0.28,0.96,1184.20177,,,0.28345,0.8753625
58,0.080002,0.64,0.84,1165.975141,,,0.266,0.8753625
59,0.040006,0.82,0.96,1184.646834,,,0.818125,0.8753625
60,1.00E-05,0.82,0.8,1201.756911,,,0.835275,0.8753625
61,0.080002,0.1,0.92,1168.586339,,,0.1,0.8753625
62,0.080002,0.82,0.96,1162.048708,,,0.1,0.8753625
63,0.060004,0.46,0.96,1180.205582,,,0.3676875,0.8753625
bayesian_uniform,,,,,,,,
0,0.096645689,0.496659339,0.801498294,1083.062588,,,0.1,0.1
1,0.096241007,0.495297928,0.802630188,1139.952676,,,0.1904125,0.1904125
2,0.006435178,0.313188101,0.957150667,1170.895392,,,0.76305,0.76305
3,0.099003691,0.276714431,0.999239006,1145.457698,,,0.1,0.76305
4,0.093563576,0.164829322,0.905516643,1147.770313,,,0.1,0.76305
5,0.06804021,0.354853019,0.82746238,1151.917229,,,0.1915375,0.76305
6,0.036379389,0.570084484,0.983683443,1176.102462,,,0.765825,0.765825
7,0.040319504,0.624802712,0.94322184,1171.675576,,,0.850775,0.850775
8,0.055166698,0.416515861,0.945069632,1164.420431,,,0.735575,0.850775
9,0.084299509,0.466826358,0.829818456,1151.250782,,,0.3567625,0.850775
10,0.084632061,0.996058196,0.946797088,1139.154412,,,0.1,0.850775
11,0.055645726,0.230835665,0.844080616,1158.484705,,,0.284825,0.850775
12,0.00390038,0.640979783,0.985541941,1179.167327,,,0.8792375,0.8792375
13,0.013473282,0.247973975,0.948390213,1151.658606,,,0.1,0.8792375
14,0.060732831,0.21299894,0.814441509,1157.77963,,,0.2730375,0.8792375
15,0.035098502,0.851805989,0.959671534,1166.391571,,,0.74725,0.8792375
16,0.057798599,0.778752464,0.962952106,1147.800849,,,0.364775,0.8792375
17,0.061894287,0.295313147,0.866256984,1152.601358,,,0.1047,0.8792375
18,0.000806757,0.965517128,0.878654913,1183.279456,,,0.88285,0.88285
19,0.001257166,0.985918225,0.931187443,1183.617281,,,0.8839125,0.8839125
20,0.004846018,0.410027084,0.897942677,1177.245026,,,0.8685375,0.8839125
21,0.012306087,0.476245292,0.953956679,1172.081624,,,0.3709,0.8839125
22,0.04472586,0.923438971,0.831349039,1141.986279,,,0.1,0.8839125
23,0.020792539,0.131070965,0.884873706,1146.662957,,,0.1,0.8839125
24,0.062299642,0.695512842,0.875834798,1153.031771,,,0.3726875,0.8839125
25,0.020680733,0.759470548,0.813286636,1179.766042,,,0.877125,0.8839125
26,0.049458048,0.935021751,0.866328855,1141.934054,,,0.1,0.8839125
27,0.028391701,0.647629646,0.976167708,1176.869678,,,0.8718,0.8839125
28,0.011724268,0.219682138,0.912678476,1154.390909,,,0.282525,0.8839125
29,0.0505833,0.438147815,0.981201894,1167.974627,,,0.751825,0.8839125
30,0.009259461,0.969331536,0.848155184,1181.068895,,,0.8839125,0.8839125
31,0.096150452,0.5576948,0.951582422,1144.059543,,,0.1,0.8839125
32,0.011861246,0.540303328,0.828839828,1173.369484,,,0.490975,0.8839125
33,0.04845086,0.397577449,0.823337513,1172.27134,,,0.75905,0.8839125
34,0.006991693,0.994521625,0.804673122,1175.114147,,,0.8762375,0.8839125
35,0.011216232,0.95451928,0.899515916,1179.855581,,,0.884725,0.884725
36,0.053005315,0.588266252,0.811808493,1161.259037,,,0.644425,0.884725
37,0.000868938,0.842479537,0.988339581,1184.948549,,,0.882225,0.884725
38,0.088699681,0.101515343,0.878400728,1151.550484,,,0.1,0.884725
39,0.01448435,0.279161132,0.819460469,1167.625657,,,0.467725,0.884725
40,0.076969148,0.430873298,0.982652808,1155.992792,,,0.1,0.884725
41,0.006163538,0.751721231,0.817893539,1184.170406,,,0.8800625,0.884725
42,0.022433128,0.955446345,0.821479374,1159.320263,,,0.63975,0.884725
43,0.015593006,0.7212522,0.990351585,1183.336926,,,0.87335,0.884725
44,0.094911138,0.15402659,0.962445802,1147.608707,,,0.1,0.884725
45,0.001971911,0.280730053,0.844295543,1185.93607,,,0.87605,0.884725
46,0.031822572,0.186911035,0.809458762,1173.104416,,,0.3860125,0.884725
47,0.040496579,0.997211494,0.954406906,1143.662171,,,0.1,0.884725
48,0.014861841,0.101667189,0.821780024,1156.090739,,,0.1,0.884725
49,0.005816021,0.869216514,0.812538791,1182.673243,,,0.8830125,0.884725
50,0.009344462,0.837276083,0.896645828,1182.888547,,,0.8817875,0.884725
51,0.011080642,0.845404262,0.914563938,1181.974067,,,0.88,0.884725
52,0.002458671,0.958792526,0.888747903,1183.364746,,,0.882075,0.884725
53,0.030686981,0.719946497,0.937085755,1180.162832,,,0.870125,0.884725
54,0.02143417,0.806501217,0.941722058,1183.539194,,,0.881075,0.884725
55,0.020537104,0.356170374,0.989095808,1176.792079,,,0.576775,0.884725
56,0.026195454,0.761361936,0.957826795,1179.353213,,,0.871825,0.884725
57,0.01102332,0.78939161,0.981495659,1182.833542,,,0.8802375,0.884725
58,0.017377626,0.717791598,0.988569634,1184.078199,,,0.876575,0.884725
59,0.006514516,0.859233427,0.956130796,1186.336627,,,0.88425,0.884725
60,0.063399158,0.103439616,0.819835372,1156.011266,,,0.18755,0.884725
61,0.009195342,0.887497981,0.80463022,1186.225748,,,0.8831375,0.884725
62,0.00344059,0.92305438,0.920335318,1186.328842,,,0.8811125,0.884725
63,0.018303452,0.771036696,0.960860841,1182.109667,,,0.882825,0.884725
